text,group,pca_x,pca_y,umap_x,umap_y
the word of easy's god is evil! that explains a morally bankrupt lot.,Dataset A,-0.21924052,-0.05449491,7.477878,7.2357144
"What? You're not familiar with a favorite political tactic, guilt by association. emoticonXWow",Dataset A,-0.24557865,-0.14511213,5.954827,7.9968424
"I dunno. What is the scoop here? You complain about the responses we give, and yet you keep coming back for more. Even people with down syndrome learn enough to only stick their hands in the open flame once.",Dataset A,-0.106531516,-0.19866106,5.6318502,7.2741704
"What do you mean by this? Could we not have the law treat under-18 capital offenders on an individual basis, determining whether the individual offenders in the individual cases were sufficiently developed?Also, what would you say to the response that our current law provides that juveniles are sufficiently developed enough to have the responsibility, without parental involvement, to decide whether to obtain an abortion? Is it not a conflict to say juveniles should not be eligible for the death penalty because they are not morally developed enough, but at the same time say juveniles are morally developed enough to decide whether to obtain an abortion without involving their parents?",Dataset A,-0.3996273,0.13106723,8.730519,8.875477
"I wouldn't say most cjurches, because you cannot prove that. There is a long list of churches that are accepting of gay folks.",Dataset A,-0.37652755,-0.021279514,7.8920026,8.915656
"But yet you have the right to make an an a-s-s out of yourself? As far as the nude beaches go, it would be worth the plane fare if I knew you were going to be at one so I could laugh my a-s-s off.
 FROTFLMAO
",Dataset A,-0.058958072,-0.12887639,0.0041982695,8.359896
And irrational emotional appeals seldom hold up in the face of logic,Dataset A,-0.24112251,-0.055421688,6.2306767,6.778574
"New Jersey Poll: Birthers, Truthers, And The Anti-Christ -- Oh, My! | TPMDC
So that makes more than one out of three New Jersey conservatives who think Obama is either affirmatively ""the anti-Christ"" or they are ""not sure""...
emoticonXBanghead",Dataset A,-0.2625145,-0.010976151,6.976885,7.9799733
"then you are wrong, in a general way! :-) virions (free viruses) are composed of organic molecules: proteins (in their capsids) and nucleic acids (in their cores), and some also have lipids (in their envelopes). what did you think viruses were made of?  excuse me, but i didn't create a false generalization.",Dataset A,-0.1619142,0.06542816,8.408899,5.9664483
"Well done you must be expressing'original sin'emoticonXClown
If you fancy the married woman next door then you must therefore be an adulterer and if you want to punch someone but do not you still are an aggressor.
Give yourself a biscuitemoticonXBouncer
There is a world of difference between a man who wants to have sex with other men but does not and another who does have sex with men. You may call them both gay but to do so would only be to make a small point..just as you are doing.
It was quite obvious that I was referring to sexually active gays but if it makes you feel better.......",Dataset A,-0.16310257,-0.163477,7.452684,8.519417
"really? i think war is one of those things the world absolutely learns nothing from. i mean, we're still fighting, so what exactly are we learning? to use a better and bigger gun? to make more disguisable spy planes? to train the military men more efficiently? wow. but in the end, does it all ever really solve anything? not in my opinion.",Dataset A,-0.15809634,-0.013015792,6.0766063,10.239056
"how about small cute animals? whare is the line of what religion allows, and law forbids? we know it is not where harm comes to another person, or poligamy would be legal",Dataset A,-0.3526759,-0.09302787,8.262038,8.321637
"Sorry, I hadn't realised your one-man legislature had passed a law forbidding discussion of equal protections. I'll discuss what I damn well please.
",Dataset A,-0.3264028,-0.13785976,7.433536,9.18892
"FSM is not world-wide yet, but it is growing. Thank you for the consciousness raising by bringing attention to this glorious belief system. It has the advantage of being every bit as valid and supportable as either creationism or ID. More importantly, it's scripture is unambiguous on the origins of the universe.
It looks like you may have attracted a new adherent.
Ramen!",Dataset A,-0.26072904,-0.048305087,7.7447634,6.656461
"We don't take him seriously anymore because despite having been refuted over and over (both here and on at least four other boards), he still posts the same garbage. Whenever it looks like there has been overwhelming refutation of his thread, he abandons it and starts a new one saying basically the same thing as the one before it. THAT is why he isn't taken seriously, and no, it is not ""unfair"". I also have to ask why you think he puts so much intelligence into his posts, when all he does is either cut and paste from some anti-evolution site, or say things like ""science is a joke"" My pet dog could do better.",Dataset A,-0.27914542,-0.015682422,7.7038684,6.3860006
"This whole riff where people talk about preventing employers from firing gays JUST cause they are gay as a ""special right"" is something that seems to fool those who are prejudiced against gays...... but for most people, they recognize it as a propagandic phrasing with little merit.I think our laws should include something that prevents people from firing employees based on the employee's sexual orientation.But to utilize your phrasing Archie, do you think that religion is something that deserves ""special rights""?",Dataset A,-0.31248876,0.047105,7.7443976,9.047645
"you know simone, the reasons you give are exactly why, assuming no adverse health issues i'm unaware of, the pill should be otc. why shouldn't a woman be able to pick up a little card like they have for sudafed and get a pack of pills? at $.20 to manufacture you'd probably get a pack for $8-9 a month. at that point the insurance is not necessary and you have lower costs for women (insurance is known to increase cost of medicine).  that's the real solution.",Dataset A,-0.110374585,-0.036937498,9.136299,8.426232
"OMG, are you for real? I'd think that if you saw a plane flying low, being chased by a fighter jet, you'd get out of the way. Any SANE person would...Further, you'd be peeved if you found out that it was your govt. being completely insensitive (not to mention wasteful). The govt. screwed up...if it had been Bush you'd be crying bloody murder.",Dataset A,-0.1745899,-0.08795527,6.2970533,10.043832
nato are you serious!? please don't tell me you are buying this too!?!?!?! you can repeal any amendment! by repealing the 2nd amendment you could enact whatever gun law you wanted. even the american spectator talks about that. i'm hoping i just misunderstand you. the american spectator : repeal the second amendment?,Dataset A,-0.23195326,0.06037091,7.082452,10.617509
"oh yes, you're the one 'winstonsmith' thinks is so bright.",Dataset A,0.009729803,-0.12239636,2.862117,9.277201
"man what have you been sniffing? an overdose on prozac perhaps? ever heard of religious freedom? this is not the crusades. who were the ones who flew planes into the twin towers? who was it who caused man,women.children to be burnt to death, or fjump to their death? who is responsile for the nyc firefighter who looks in the mirror and weeps for his fallen comrades? how dare you!",Dataset A,-0.16108783,-0.14039615,6.613449,8.198793
Contribute? Oh please.... Take your crying act somewhere else. Like I said no one is buying your Bull anymore....,Dataset A,-0.004551083,-0.12736487,5.666377,7.4675803
"Of course everyone has some basis for their views. Not even denying that. However there are ways that using that ""basis"" most certainly is an imposition and the gay rights battle is a prime example. There are many, many, many people who have done work to stop/block gay marriage and other gay rights when they, themselves, are not gay. That is not merely passing judgement - that is imposition. All I am asking here is that Archie, you, JP, etc. own that.",Dataset A,-0.43255144,-0.07903742,7.667704,8.923111
I think you are the same person as usa all the way and again.. you have no right to talk about murder because you murder the english language everytime you post.And no.. the baby does not belong to god because there is no baby and I don't know if there is a god or not. Btw.. I'm not going to incubate something in my body because of you think it's wrong because someone who may or may not exist said so.,Dataset A,-0.3675705,-0.14599445,8.946009,8.450219
"Only some? what's this then:
hxxp://en.wikipedia.org/wiki/Image:Pakicetus_(1).jpg
Replace the xx with tt in case you're wondering why I put the link up like that, it's the stupid post count thingy.",Dataset A,-0.07526852,-0.012706317,4.847675,7.5982604
"think of it as a photocopy of a check for a million dollars. yes the copy is in the image and likeness of the original check, but it is not the check. you cannot cash the photocopy, regardless of how accurate the copy is, it is not the check, only an image of it. that doesn't mean anything is ""wrong"" with the original, and it doesnt mean that the copy has to have all the properties and function of the original. its just an image",Dataset A,-0.20204076,0.07743581,6.731526,6.1313963
"You are perhaps thinking of the Miller-Urrey experiment. No one expected life to appear. They were merely curious about what would happen if they simulated the conditions of the early Earth.Since then, we've found pretty much the same thing in the interior of stony meteorites, including an excess of L-forms. So, it's confirmed the findings of Miller-Urey. None of this has anything to do with evolution, however.Evolution is the change in allele frequencies over time. This happens in populations; individuals don't evolve. Everything else in evolution is an elaboration of this phenomenon.",Dataset A,-0.16637939,0.08141784,8.522141,5.9432487
"Logically incorrect. One can as many red balls as one likes, and still only have one green one.",Dataset A,-0.1345796,0.13555796,3.251121,10.190659
"You believe two things that are incorrect: that you have refuted evolutionary theory, and that we will now accept intellegent design because of your attempt.",Dataset A,-0.43636754,-0.05192829,8.394331,6.27576
This is a free market of ideas. The good ones survive. The bad one die like dinosaurs.,Dataset A,-0.19248766,-0.06610247,8.53068,6.692792
"Hey Dane, you're real good at calling people ignorant, sanctimoniously declaring everything they say as false, blatantly false, or falsehoods. But would it be too much to ask for you to back up your rejection of berts arguments with anything more than insults? Like some actual facts for example?",Dataset A,-0.2994365,-0.12996331,5.7493887,6.9847
True they should have passed raincoats and knee boots to protect peoples clothes from the XXXX that the president was spewing out.,Dataset A,-0.15866426,0.15968005,4.132276,8.95325
"my hat is off to california! was my post #43 right or wrong? now we just need new york to follow suit. now my question. if the federally funded programs can not create new stem cell lines, can california create them and then share? voila! federal funding on useful research. then watch 'em all stand in line for the cure. another question. has anybody else thought to ask gwb why, if stem cell research is false hope, did he fund any of it -- badly?",Dataset A,-0.2932455,0.13579246,6.669146,9.574705
"They could not avoid showering with them without seperate showering facilitiesemoticonXIdea
According to your logic if women object to men showering with them they must be paranoid men haters!....I like the way you think;)",Dataset A,-0.1381891,-0.04938434,1.2906424,8.850205
What is it about the same piece of paper you do not understand?,Dataset A,-0.21737161,-0.05788604,5.901909,6.687832
"then why do you respond? the ignore function works quite well. 'if thine eye offend thee, pluck it out.' violence on screen or in real life is pornographic!",Dataset A,-0.21019319,-0.25399438,3.7757797,6.5530105
Got evidence to back that up??  I'm not sure how a stoner's worse than an alcoholic really.  -Wez,Dataset A,-0.158186,0.029223394,1.1018937,4.9870133
"And this differs from your cell how? (oh wait it doesn't).
",Dataset A,-0.07871446,-0.093448855,8.713364,6.1890254
So geology is a religion because we weren't here to see rock X formed?,Dataset A,-0.34877446,0.0021051094,7.647226,6.1609764
looks like you're right. the movie scored #1 this weekend earning some $23 million. i guess i'm not too surprised since the johnny depp talk seems to have cooled down already.,Dataset A,0.028693646,0.22863546,2.9212043,8.95666
"Because the NY Times, CNN, ABC, Dan Rather, and Handgun Control are all atheist-lead and anti-Christianity. Yeah.",Dataset A,-0.45895687,0.021549426,7.0555477,7.89531
"But poetry will never be taken seriously in political decisions. Atheists have a lot to like in songofgenesis, don't they?   another quote",Dataset A,-0.3695798,-0.06151197,7.7486577,6.6510177
You would think that you would learn by now that Matthew can't think but in the two extremes. It is as if there is a mental block.,Dataset A,-0.26608357,-0.010840669,7.112046,7.090008
"God can do whatever He wants. Although one can say ""God does not"" or ""God is not"", a thiest believeing in and worshipping the God of Abraham and Joachim I do not think should ever say ""God can not"" anything....With God, all things and everything is possible. Sentiments such as those expressed above in my view seem to be evident in Western Christianity where it seems believers are too often trying to bring God down to our level, imposing limits etc.",Dataset A,-0.2818133,0.0842833,7.5460896,7.0282373
"So producing a child is the defining characteristic of a marriage? What about love, trust, respect, companionship? My wife and I may decide to not have a child, does that mean our marriage should be made illegal? Again, you keep posting nambla this and nambla that. Nambla is a group of deviant pedophiles, homosexuals despise this behavior too. GROW UP DHARD...I mean DMG2FUN. ;)",Dataset A,-0.34306362,-0.038135312,8.093729,9.14958
"'first off, turn off your damn caps; it only makes you look like a raging troll (which you probably are).' ok i think that i can turn my caps on and off any time i want. but the reason i had caps on that time is becuz i forgot to turn them off  'second, i'm not forty, i'm fifteen. the author of twilight is (believe it or not) almost forty. ' well then i guess i missed something didn't i, and so the rest of my statement does not aply. i am sorry if i offended you in any way but i am so for harry potter movies just becuz every one can act. but i just can't get into the book . too damn big plus i already knew every thing in the book becuz of the movie(well at least the important stuff). so i am sorry",Dataset A,-0.03136497,-0.16232848,3.5555437,8.591104
"i don't know, terran. are you scared poohbear? do you actually have any evidence to bring to us? we'd love to see some! really we would! if you could show us some hardcore, physical evidence that proves god did it, it would be the scientific revelation of the century! oh what's that? you don't have any? not even a poorly crafted straw-man argument? damn, and here i was thinking you were capable. oh yes, and if you could give us some firm, solid evidence that darwin is burning in hell, we would all drop our copies of origin and bow down the lord.  whats that? you don't have any...?",Dataset A,-0.28721267,0.022957753,7.829101,6.2258897
Sorry baby the story was in the religion of peace land. Your strawman is burning.,Dataset A,-0.34223476,-0.06456833,6.4104414,7.674371
"quite frankly,i am astounded by you homosexuals (or homosexual supporters) who claim to hate judging yet judge religious people.....those who judge and those who don't... if i were to say a controversial statement such as 'whats the point of entering an exit?' you would have been hurt or angered..yet you would make disrespectful,hatred-provoking comments that was quite the opposite of the message you were spewing just arguments prior to your comment.",Dataset A,-0.31624374,-0.18385515,7.463765,8.482259
"Oh I hated being pregnant. However I am not really arguing whether pregnancy in and of itself is punishment, I suspect that is an opinion matter - there are some crazy women who actually liked pregnancy. ;) Julie - however clearly feels that it is acceptable to use a pregnancy and parenting in a punitive matter against women she feels are irresponsible.",Dataset A,-0.21601117,-0.090404965,9.214769,8.296141
"Don't forget that he's the anti-Christ and wants to starve Seniors and ""babies"". That's part of the DNC mantra too. emoticonXRolleyes",Dataset A,-0.24722058,0.013087265,5.76467,8.667681
"So your only link to gay rights and polygamy is a statement put out by a gay rights conference 30 years ago that does not EXPLAIN a link to polygamy, but shows it's support for it?   Hn ...   I'm with Justine on this one. This is a bit of a stretch.   It would be like me implying that your support for ""traditional marriage"" also supports spousal abuse just because marriages in the past allowed for wife beatings.",Dataset A,-0.3031989,-0.0035596713,7.8850045,9.010904
"You've pretty much boxed yourself out of any meaningful method of inquiry with this and the idea of ""resetting telomeres"". If he can ""magic"" away any evidence of age, then he would be indistinguishable from any other 30 year old, so no examination or experimentation would turn up anything out of the ordinary.",Dataset A,-0.14085075,0.08596762,6.2327127,6.9500804
"EZ. That is not what I said.I would think a Bible website would be good for biblical information, but for archaeological information? not so much.If you want to provide archaeological evidence of the Exodus, why don't you seek out information from an archaeology sources? Please answer this.If I wanted to seek archaeological evidence to confirm something that happened to a people that was written about in their ancient writings, I wouldn't seek a specialist in the ancient writings as a resource, I would seek an archaeology expert. Doesn't that make sense?",Dataset A,-0.2524294,0.059021275,7.6471934,6.2960677
"Yes, but gays would also want laws changed to accomodate THEIR form of marriage as well. The fact that one requires less change than the other shouldn't matter, should it? Should having to do more reworking of laws and more paperwork hinder the pursuit of equality? It seems to me your argument boils down to ""polygamy requires more work to make the laws accomodate it."" Yeah--such is the price for marriage equality.Let's face it--if society really wanted to make marriage an open-ended institution of equality rather than for opposite-sex couples which comprise most relationships, they could pull it off--polygamy, gays, letting 17 year olds marry, etc. All those civil servants are there and can do it as directed as legislation is changed. Means could be set up to determine inheritance, for example. Laws can be worded to do it.",Dataset A,-0.30776975,0.09287127,8.037007,9.181107
So you're accusing me of the thing that your most guilty of? As I remember your posts have been censored several times by admin because you resorted to viscious personal attacks and name calling. And aren't you interested in the truth. Why isn't whether Jefferson said it or not important?,Dataset A,-0.2781867,-0.12806419,5.57448,7.5908027
"obama is just a trojan horse for mccain to win. there is no choice, it's an illusion. indeed, the entire democratic party has become a trojan horse for the republicans. pity. if they were smart, they'd unite behind the edwards/clinton health plan which is backed by many reputable democratic party senate members, medical professionals, and noted economists. in the meantime, whoever wins the nomination, i won't support them if they don't (get behind it). mr. obama, darling of the republicans, and health care chicken. 'no we can't.' with 18,000 americans dead every year on american soil. well, mr. obama, there are moral mandates: http://www.youtube.com/watch?v=9ow9ydlliy8 and with every other wealthy nation on this planet managing (and much poorer than ours), yes, we can.",Dataset A,-0.1922926,0.112702444,5.764607,9.28956
"Oh spare me the condemnation ya' XXXX-hard. You aren't interested in saving souls. If you were, you would bother to have payed attention to the countless times you have been told that your abrasive, insulting tactics DON'T WORK. Plus an eternity in hell or an eternity with a terroristic God? I think I will stick with being able to live with myself for even today, let alone an eternity.",Dataset A,-0.16412589,-0.23455775,7.363733,7.564152
"Which still proves nothing in regards to climate change or global warming
 
 Why do people seem to think that for global warming to be a fact that it would have to stop snowing?",Dataset A,-0.29540792,0.02749497,7.2410016,5.5388513
Simone: I'm a chronic sufferer: I thought of asking Easyrider for a prescription.,Dataset A,0.0095778,-0.18837279,-0.17027818,5.7912116
What I marvel at is that you say the bolded as if it's a fact. You are in for a rude awakening my lost friend. emoticonXBanghead,Dataset A,-0.12870634,-0.16772637,5.851672,7.8637743
"i am surprised at your response since i see your posts as well considered and stated. i asked the question and you answered. to me it was clearly, by definition, inflammatory. we can agree to disagree and let readers make their own determination.",Dataset A,-0.27452695,-0.13989717,5.990842,7.4002776
"You do realize that Poplowski got an offical Dishonorable Discharge from the Marine Corps? In other words, that gun was not legally owned. I'm not sure if he got it before or after he was discharged, but he certainly didn't own it legally. Second, one or two incidents on the media don't equate to facts. I remember a town I lived in where four murders happened in one week. Of course, the liberals scream ""*gasp*, four murders! Everybody's going insane! We gotta ban guns! Aaaahh!!"". However, none of these murders were committed with a firearm, and it was later found out that these killings were committed by one person. It's an isolated incident. And finally, isn't it always you and Ian who whine about anecdotal evidence?",Dataset A,-0.30575085,0.15422708,7.074281,10.4923115
"What else would you expect from the people who created a god in their own image?  Your thinking here is right, religion has a long history of being egocentric.",Dataset A,-0.28020597,-0.05186726,7.5762815,7.0574403
"I guess you had to resort to that comment because you had no response to what I said. I guess I was right emoticonXBye 
",Dataset A,-0.12279584,-0.20934641,5.74807,7.7451253
and the other two...? 'political disorder and confusion' is not the same as personal 'disorder and confusion'.,Dataset A,-0.24884808,-0.087905325,4.719225,6.8921847
"Gansao, don't be bitter because of what you had to do with a producer, all those years ago, to get your act onto the Gong Show.emoticonXClown",Dataset A,0.10279124,-0.03745479,2.9821184,8.940883
i take by your redundant posts that you havent read the previous 20..,Dataset A,-0.11072089,-0.10774235,5.7864127,7.149367
"http://www.answersingenesis.org/home/Area/isd/jones.asp   When Judge John Jones of Dover Pa. was considering evidence from persuasive evolutionists concerning what should be taught in schools, could it be that he ""hardly knew the field, and didn't have an answer"" that would fit the time constraints of his decision making? Did judge John Jones know what was going on in this country 100 years ago?   Why can't today's ID opposing evolutionists see the mistake religious people made 100 years ago, and be enlightened enough to be more open minded about trying to suppress ideas? Maybe because human nature doesn't improve over the generations - following the money always comes first.",Dataset A,-0.46076956,0.11102669,8.055255,6.168238
"5""11 185 pounds. Brown hair blue eyes yeah it's my looks Easy....
Oh and please don't speak about wit or wisdom when you had to repeat the tenth grade twice.....;)",Dataset A,0.09328965,-0.11962984,3.9864113,5.792985
So individual cells contract to move cytoplasm around and to transport oxygen within itself?,Dataset A,-0.06864357,0.08187302,8.72618,6.324768
"Hey that cheeseburger is on me,and make sure it has extra  rat poison!",Dataset A,0.16059193,-0.045560516,0.52545774,5.2694364
"Yeah guess that probably makes me a gun-toten redneck drunk,shooten everything in sight huh.emoticonXKillemoticonXGood",Dataset A,-0.022882015,-0.13646871,5.7594113,8.085245
That would be one hell of a kiss...you would probably drown first though :),Dataset A,0.15276957,-0.06528788,-0.33130756,6.4858036
"That would most likely (imo) reduce the number of abortions performed. It would depend, I think, on how viable it is to transfer the embryo into the artificial womb. Forced surgery would not be an option if I had anything to do about it.",Dataset A,-0.33825427,0.033120118,9.002109,8.393742
I think if Islamic fundamentalism shows us nothing else it's that...,Dataset A,-0.36710885,-0.029949911,6.5909786,8.188136
I'd be happy to be of service in distributing those assets but Alan is probably armed.,Dataset A,-0.09394366,0.22055897,6.9586725,10.834514
"so what about jesus' life is credible if the source is unreliable? was it that jesus didnt walk on water but he fed 5000 with 5 loaves? was it that he didnt forgive the samaritan harlot but he raised lazarus from the dead? what did the authors get right? i mean, i can easily believe jesus said he came to bring a sword and not peace. but you dont. so how do we possibly pattern our lives according to how jesus lived if we dont know whether what they recorded was actually what he did?it is necessary to believe that the gospels are true, otherwise you cannot follow a pattrn you dont have.",Dataset A,-0.25943312,0.03083445,7.2386794,6.8295383
"[quote=iangb;386379]actually, i was talking about you contradicting the significance of the dc stats as being 'contrary to your agenda', which is why you would rather veer elsewhere.[quote] there are no dc stats on this board. you are unstable enough to need medication or is it drugs that got you this way? you be in bad shape buddy emoticonxgood mumbo jumbo! another who gives a big ra kind of moment with no teaching moment available.  meanwhile, back in massachussetts[sic] as the loser campaign spells it, scott brown (r) wipes out the democrats and seizes the senate seat putting the fear of g-d in the current resident of the wh and the democratic party. we are finally getting that change besides two record setting years of firearm and ammo sales courtesy of the current administration :) emoticonxhoho and still crime rates continued to fall...",Dataset A,-0.103924505,0.051335502,6.196869,9.96393
"so atop a mountain of ignorance is where we will find religious people? yeah, sounds about right to me.",Dataset A,-0.38059774,-0.1166706,7.5135503,7.290053
"**
 Sorry, b. I went to livescience and to pigliucci, but could not find the link. You can send it to me, PM or email, and I'll post it for you.",Dataset A,-0.07338926,-0.0036854595,7.0186605,6.1094847
"And we all know when you say ""We"" you mean your buddies the Mormons and their Money are the ones voting down such bills.. It's just a matter of time before people start to wake up. Once they realize they've been duped by an invisible man they'll do the right thing and give gay people their rights.
",Dataset A,-0.25803304,0.0062742867,7.7988715,9.021157
I'll let you know to what extent the movie documents it. I'm off to see it in a few. :),Dataset A,-0.083460264,0.028462507,3.3069277,8.210324
"So lets see, you referred to how the 1st amendment applied to the states, posted the 14th amendment privileges and immunities clause and then asked if I thought something was unclear. Of course the privileges and immunities clause is often mistaken to have incorporated the 1st amendment by people who don't know what they are talking about but this is merely coincidence because you randomly quoted part of the 14th amendment but implied it all. Now if I changed it to what it said above would you feel that is an accurate statement? Probably, considering you don't seem to understand a blatant difference between ""original understanding"" and ""original constitution).Your pride ruins you my friend.",Dataset A,-0.35467097,-0.13333723,7.310699,9.409391
"If he lies about being pro-life, what else will he be willing to lie about in order to be elected? That is a legitimate, not-made-up issue that is relevant to elections.",Dataset A,-0.3758634,0.08878788,7.195721,8.46148
"And what did I say? 
 
 I quoted the title of the video, said ""Enjoy"" and labeled the link ""link""
 
 So how is saying ""enjoy"" and ""link"" which were MY words mockery? The only thing that suggests otherwise is the VIDEO's Title, which I did not create.",Dataset A,-0.07875495,-0.09232334,4.3346906,6.9033
"and what are the choices of the so called 'pro-life' people? suffer through a rape or incest induced pregnancy, die from pregnancy complications without a chance of terminating it, or force women who took proper precautions which failed to go through an unwanted pregnancy while likely losing her job, scholarships, any chance at life, etc. some great choices there emoticonxrolleyes i'd swear the whole group of them have an underlying misogynistic syndrome.",Dataset A,-0.34900734,-0.10862968,8.855082,8.726709
"Give them a bus schedule or are they too good to ride public transportation? Can they carpool? There's always a solution to temporary transportation problems and it usually doesn't come from Uncle Sam. emoticonXRolleyes 
",Dataset A,0.06916409,-0.024743386,0.36947578,8.800462
"But on the other hand, Genesis isn't a scientific document. No wonder. Why would a bronze age nomad from the Levant be aware of at least 3 tailless species of primates, or even the tailed primates from Africa, South America, and even Madigascar. If they aren't mentioned in the Bible, do they exist?",Dataset A,-0.35860625,0.05489085,8.106539,5.8311634
"I think the only valid reason for owning a gun is because you want to. Every person (with some exceptions) has the right to keep and bear arms, why you do it is your own business. Giving specific reasons for gun ownership is the top of a slippery slope towards banning certain firearms.   While I have specific reasons for owning specific guns, to include hunting, I own some of my guns for no other reason than they are fun to shoot.   A humorus side note: I own one gun strictly for fishing, sounds odd but its common practice (at least in Alaska) to shoot large Halibut before bringing them aboard.",Dataset A,-0.20855296,-0.06591281,7.224692,10.753987
since when has religion been pragmatic or based upon systems that works?Obvious answer: never.,Dataset A,-0.35065708,-0.038297698,7.643251,7.083549
"still as whiney the pooh says... so what's the problem him buying a gun? he'll fry: good'nuff for'im. and if guilty, i will bring the rope and whiskey. also:whats up with this new format??:(",Dataset A,-0.109556735,0.16001649,7.011802,10.910764
"huh? emoticonxconfused  i think that you meant to say that she can't take down a sign that isn't on school ground. in this situation, the sign was across the street from the school property.",Dataset A,-0.1073619,-0.027081445,5.8684134,8.028911
Note the word calls! In several! Many! Get it! This was a terror tactic that their very own Police department REFUSED! Well. Until it was all over that is!   That is why I asked the hard questions.   Is this the kind of protection we hope for when we call our very own police?,Dataset A,-0.15797937,0.036495827,6.8337817,10.187398
and i suppose they are also responsible for the evolution of utterly insane mental cases such as yourself? and for electing gbii. and for saddam hussein. and for the drought in the south currently. and for cancer and aids. and heck why stop there why not for the devil himself. all those sodomites must have become the original demons in hell i suppose.emoticonxbouncer,Dataset A,-0.36947787,-0.06344011,7.543261,7.580373
"No, I have no idea. He didn't build the Bush Library as Marc Rich did to get a pardon from Clinton, did he? 
",Dataset A,-0.22230366,0.20714194,5.6336536,9.06978
"So then the law is flawed because criminals could just as easily get their hands on select firearms, ban or no ban. You've just admitted that the bill did nothing and thus there's no justification for it to be reinstated.",Dataset A,-0.36891845,0.070427306,7.1431875,10.542329
I don't understand this business of the UK and England at all. It seems to me that somebody has a chip on their shoulder. Who cares? Chomsky is not as bad as the terrorists. That's an obvious fact. What is equally obvious is that he provides aid and comfort to the enemy and that's the definition of a traitor.,Dataset A,-0.13459158,0.19705385,5.4308,9.656545
"You are riddled with a serious case of projection, considering the fact that your teabagging hero, Dick Armey of Freedomworks, has suckled the teat of the nanny state's taxpayer subsidized government plans his entire adult life, not to mention your bailed out bankers and health insurance and pharmaceutical companies.
Your real tune is, when poor old big corpo the whorpo wants his bottle, they better bring him his bottle! emoticonXCry
I say leave him in his crib, close the door for a couple of hours, and let him cry it out!",Dataset A,-0.14425522,-0.07022502,5.9207664,8.547043
"oh yeah, i forgot that you believe that the corporate media and corporate leaders have gotten together to create war and put innocents in jail. i will admit that the powers of the executive branch have gone way too far, but i still believe that being at war means we have to treat the enemy like our enemy, and not like american civilians. do i agree with the war? no. but that's only because i feel that we could have done this all with special forces and not with an invasion/occupation. i would still support detaining terrorists captured in battle/mission (and if they're americans, give them a proper trial, not a military tribunal or some bullshit like that).",Dataset A,-0.24777746,-0.0038240366,6.340938,10.029895
"don't you see the foolishness of that based on your own personal life experiences as a sentient human being? no. you were the one who posted that something does not need to be sentient in order to be alive. why, then, do you distinguish between two things that are obviously both alive, both of which are parasites on their hosts?",Dataset A,-0.27473226,-0.18089357,8.7698765,7.2569113
"he lives in arizona, a republican state. that explains everything.",Dataset A,-0.13160983,0.09739785,5.8954105,9.101513
"d. adams? :)  this is, of course, an entire debate unto itself. i fully concede that logic dictates that we accept the possibility of life elsewhere. but that it's probable? we simply don't have the data to make that leap. we've got some good theories about how life started here, but we don't know exactly what happened. and even if we did, we don't know how common those conditions are 'out there'. if the conditions for life to arise are so bizarre that they only occur once every 20 billion years, and for all we know they might be, than we may well be the only life in the universe. logically, we just can't say. we don't have enough info to apply logic to the problem.",Dataset A,-0.246853,0.04865499,8.262746,6.1349545
"Thanks for what? Pointing out that you have once again misread an article? No problem, I'll be sure to keep up the effort seeing as how you apprecitate so much. emoticonXGood",Dataset A,-0.11622621,-0.11219997,5.758856,7.770489
"is this in response to isly's out of context quote? he didn't even quote it correctly. it actually starts 'to avoid being mistaken for a sellout,i chose my friends carefully.' it's amazing how many people are throwing that quote, and isly's misquote, around in attempt to 'prove' that obama is a scary leftist radical. ooh, a college kid cultivating an image! what bizarre behavior, that'll come back to haunt him! :) first clinton, now obama. this is just the standard conservative smear job on the democrat-du-jour, taking out of context quotes and blowing them up to try to make someone they don't like look liberal. *shudder*",Dataset A,-0.28988197,0.03663119,5.7950134,8.924287
"are you a little bit retarded or something? don't get me wrong sleazyrider i love babies, they're delicious!",Dataset A,-0.065969005,-0.20350552,1.0530628,5.450472
"Directed variation seems unlikely:
 http://www.blackwellpublishing.com/ridley/tutorials/Natural_selection_and_variation17.asp
 
 Would not selection of mating partners produce nonrandom variation?",Dataset A,-0.24576676,0.17182449,8.915074,6.472286
"There are no objective reasons to condemn gays. Marriage is not a matter of state and so it is meaningless to argue whether a state should recognize it.My advocating of perfect liberty allows no contradictions or exceptions, believe me I have lost alot of support from conservatives for this, perhaps even gays if one really applied it to all extremes.",Dataset A,-0.35384318,-0.022089675,7.845952,8.996558
"HAHAHHAHAHAHAHAHAHAHAAHHAAHAHAHAHAHAHAHAAH
Thats all I can say 
HAHAHAHHAHHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHA
MY I guess I should keep my jokes to myself?
(still laughing)
MY sister got that one",Dataset A,0.065909885,0.00070919096,4.76084,5.8123775
"Unfortunately Democrats have a credibility problem. Many Pro-gun Democrats have been elected, and America is giving them a chance, but apparently they do not believe Obama because of his past Anti-gun support and votes. However   Ms. Feinstein's comments about waiting for the correct timing to bring up gun control  did not help the creditability problem either. I guess only time will tell.",Dataset A,-0.3033646,0.18971202,6.389602,10.203894
No but it will be funny to see what sex tapes this tramp did too....,Dataset A,-0.046352256,0.07478182,3.6817443,7.6744933
These items do not have killing as their primary use.,Dataset A,-0.19437873,0.06562621,7.7721314,9.510952
