example_id,family_id,role,interp_index,text,label
train-00991-interp1,train-00991,interpretation,1,well this day just keeps getting worst,not_sarcastic
train-00991-interp2,train-00991,interpretation,2,nothing worse could be left to be added to make my day worser,not_sarcastic
train-00992-orig,train-00992,original,0,ooh i left one thing out ex general sherriff also calls his then lost macbook and appleworkmacbookpro so he s technical too,sarcastic
train-00992-interp1,train-00992,interpretation,1,ooh i left one thing out ex general sherriff also calls his then lost macbook and appleworkmacbookpro so he s not technical at all,not_sarcastic
train-00992-interp2,train-00992,interpretation,2,i cannot get over ex general sheriff's false knowledge about the technicalities of the apple products,not_sarcastic
train-00993-orig,train-00993,original,0,only 7 more hours left in my shift yay,sarcastic
train-00993-interp1,train-00993,interpretation,1,only 7 more hours left in my shift yay,not_sarcastic
train-00993-interp2,train-00993,interpretation,2,7 more long hours before my shift ends,not_sarcastic
train-00994-orig,train-00994,original,0,leverage our voice gateways and call manager or continue to pay an outside company for audio bridge services ?,sarcastic
train-00994-interp1,train-00994,interpretation,1,leverage our voice gateways and call manager or continue to pay an outside company for audio bridge services ?,not_sarcastic
train-00994-interp2,train-00994,interpretation,2,i don t understand the need to pay an outside company for the auto bridge services,not_sarcastic
train-00995-orig,train-00995,original,0,obviously i love having to do all of this all over again and edit out 10000 ahms another time,sarcastic
train-00995-interp1,train-00995,interpretation,1,obviously i hate having to do all of this all over again and edit out 10000 ahms another time,not_sarcastic
train-00995-interp2,train-00995,interpretation,2,i hate doing the editing work over and over again,not_sarcastic
train-00996-orig,train-00996,original,0,i love that i am over 40 years old amp some people still talk to me like i'm a child,sarcastic
train-00996-interp1,train-00996,interpretation,1,i hate that i am over 40 years old amp some people still talk to me like i'm a child,not_sarcastic
train-00996-interp2,train-00996,interpretation,2,i hate that besides being 40 some people talk to me like a child,not_sarcastic
train-00997-orig,train-00997,original,0,hurrah i got jury duty best day ever,sarcastic
train-00997-interp1,train-00997,interpretation,1,i got jury duty worst day ever,not_sarcastic
train-00997-interp2,train-00997,interpretation,2,why the hell did i get the jurt duty my day could not be worse,not_sarcastic
train-00998-orig,train-00998,original,0,oh no jalen ramsey out 4 6 months ? man the jags gm should get fired,sarcastic
train-00998-interp1,train-00998,interpretation,1,oh no jalen ramsey out 4 6 months ? man the jags gm should not get fired,not_sarcastic
train-00998-interp2,train-00998,interpretation,2,oh no jalen ramsey out 4 6 months ? man the jags gm should get fired,not_sarcastic
train-00999-orig,train-00999,original,0,i love being ignored,sarcastic
train-00999-interp1,train-00999,interpretation,1,i hate being ignored,not_sarcastic
train-00999-interp2,train-00999,interpretation,2,i hate getting ignored,not_sarcastic
train-01000-orig,train-01000,original,0,i still don't understand twitter but here i am,sarcastic
train-01000-interp1,train-01000,interpretation,1,i still don't understand twitter but i am twitting,not_sarcastic
train-01000-interp2,train-01000,interpretation,2,i don t know much about twitter but i still use it,not_sarcastic
train-01001-orig,train-01001,original,0,do it yourself,sarcastic
train-01001-interp1,train-01001,interpretation,1,get help,not_sarcastic
train-01001-interp2,train-01001,interpretation,2,no need to do it all by yourself,not_sarcastic
train-01002-orig,train-01002,original,0,fire drills are the bomb,sarcastic
train-01002-interp1,train-01002,interpretation,1,fire drills are the worst,not_sarcastic
train-01002-interp2,train-01002,interpretation,2,fire drills are not the bombs please,not_sarcastic
train-01003-orig,train-01003,original,0,london traffic is brilliant,sarcastic
train-01003-interp1,train-01003,interpretation,1,london traffic is annoying,not_sarcastic
train-01003-interp2,train-01003,interpretation,2,why are the roads in london full of traffic,not_sarcastic
train-01004-orig,train-01004,original,0,well i think the surgery went well we'll keep an eye on it and see how it goes,sarcastic
train-01004-interp1,train-01004,interpretation,1,well i think the surgery did not go well we'll keep an eye on it and see how it goes,not_sarcastic
train-01004-interp2,train-01004,interpretation,2,how do you know that the surgery went well ? did you personally keep an eye on it ?,not_sarcastic
train-01005-orig,train-01005,original,0,i feel like i have to put on the end of my tweets because i don't want people to think i'm that mean and or stupid,sarcastic
train-01005-interp1,train-01005,interpretation,1,i feel like i have to put on the end of my tweets because i don't want people to think i'm that mean and or stupid,not_sarcastic
train-01005-interp2,train-01005,interpretation,2,i feel like i have to put on the end of my tweets because i don't want people to think i'm that mean and or stupid,not_sarcastic
train-01006-orig,train-01006,original,0,my day off tomorrow can't wait m o t my car then hospital appointment on the plus side picking up some bad tunes,sarcastic
train-01006-interp1,train-01006,interpretation,1,my day off tomorrow can't wait m o t my car then hospital appointment on the plus side picking up some bad tunes,not_sarcastic
train-01006-interp2,train-01006,interpretation,2,no use of having a holiday when you have to mot your car attend hospital appointments and some bad tunes to listen to,not_sarcastic
train-01007-orig,train-01007,original,0,to all congi sycophants imagine your plight in the elections if rahul baba wasn't there,sarcastic
train-01007-interp1,train-01007,interpretation,1,to all congi sycophants imagine your plight in the elections if rahul baba was there,not_sarcastic
train-01007-interp2,train-01007,interpretation,2,to all congi sycophants imagine your plight in the elections if rahul baba wasn't there,not_sarcastic
train-01008-orig,train-01008,original,0,a coloring book is a horrible gift for a toddler,sarcastic
train-01008-interp1,train-01008,interpretation,1,a coloring book is the best gift for a toddler,not_sarcastic
train-01008-interp2,train-01008,interpretation,2,a coloring book is a horrible gift for a toddler,not_sarcastic
train-01009-orig,train-01009,original,0,if you believe no make over can change your creepy look congrats you are malnourished,sarcastic
train-01009-interp1,train-01009,interpretation,1,if you believe no make over can change your creepy look congrats you are malnourished,not_sarcastic
train-01009-interp2,train-01009,interpretation,2,your creepy malnourished look can be changed if you believe,not_sarcastic
train-01010-orig,train-01010,original,0,yes mum i was doing homework no i was most certainly not on youtube,sarcastic
train-01010-interp1,train-01010,interpretation,1,yes mum i was doing homework no i was most certainly not on youtube,not_sarcastic
train-01010-interp2,train-01010,interpretation,2,no mom i was not using youtube and instead was doing my homework,not_sarcastic
train-01011-orig,train-01011,original,0,the criticism lizff is kind of funny to me yes we know we are terrible,sarcastic
train-01011-interp1,train-01011,interpretation,1,the criticism lizff is kind of funny to me yes we know we are great,not_sarcastic
train-01011-interp2,train-01011,interpretation,2,the criticism aint funny at all we are nowhere near terrible,not_sarcastic
train-01012-orig,train-01012,original,0,if you love your life love your wife P,sarcastic
train-01012-interp1,train-01012,interpretation,1,if you hate your life hate your wife P,not_sarcastic
train-01012-interp2,train-01012,interpretation,2,in order to love your life you need to love your wife they say,not_sarcastic
train-01013-orig,train-01013,original,0,opener has a powerpoint ughgh prop comedy come on ? ? ?,sarcastic
train-01013-interp1,train-01013,interpretation,1,opener has a powerpoint ughgh prop comedy come on ? ? ?,not_sarcastic
train-01013-interp2,train-01013,interpretation,2,opener has a powerpoint which should not be a prop comedy,not_sarcastic
train-01014-orig,train-01014,original,0,to those gentlemen commenting on cycles and unbalanced women on twitter i am sure you are a very happy human being alone,sarcastic
train-01014-interp1,train-01014,interpretation,1,to those gentlemen commenting on cycles and unbalanced women on twitter i am sure you are a very lonely human being alone,not_sarcastic
train-01014-interp2,train-01014,interpretation,2,to those gentlemen commenting on cycles and unbalanced women on twitter you people deserve to stay alone,not_sarcastic
train-01015-orig,train-01015,original,0,i applaud peoples confidence who throw insulting comments on twitter you are on the right path to self realisation,sarcastic
train-01015-interp1,train-01015,interpretation,1,i applaud peoples confidence who throw insulting comments on twitter you are on the wrong path to self realisation,not_sarcastic
train-01015-interp2,train-01015,interpretation,2,i hate people who through insulting comments on twitter,not_sarcastic
train-01016-orig,train-01016,original,0,wow the market is really tanking on this phil mickelson news df wwav,sarcastic
train-01016-interp1,train-01016,interpretation,1,wow the market is really tanking on this phil mickelson news df wwav,not_sarcastic
train-01016-interp2,train-01016,interpretation,2,the phil mikelson's news has failed deliberately to make talks in the market,not_sarcastic
train-01017-orig,train-01017,original,0,dang i was hoping the troy game would be a night game,sarcastic
train-01017-interp1,train-01017,interpretation,1,dang i was hoping the troy game would be a day game,not_sarcastic
train-01017-interp2,train-01017,interpretation,2,i don t want the troy game to be a night game,not_sarcastic
train-01018-orig,train-01018,original,0,who needs sleep anyway when you can just get up at this godforsaken hour and do work ?,sarcastic
train-01018-interp1,train-01018,interpretation,1,needs to sleep cant just get up at this godforsaken hour and do work,not_sarcastic
train-01018-interp2,train-01018,interpretation,2,i hate when my sleep is wasted because i have to get up in the midway and do work,not_sarcastic
train-01019-orig,train-01019,original,0,like if a quadrupedal enemy is downed i can get charged again a few days not ripping off nintendocaprisun at all,sarcastic
train-01019-interp1,train-01019,interpretation,1,like if a quadrupedal enemy is downed i can get charged again a few days not ripping off nintendocaprisun at all,not_sarcastic
train-01019-interp2,train-01019,interpretation,2,like if a quadrupedal enemy is downed i can get charged again a few days not ripping off nintendocaprisun at all,not_sarcastic
train-01020-orig,train-01020,original,0,how do i know this isn t one of your little tricks ? the time for tricks is over wow what a convincing answer,sarcastic
train-01020-interp1,train-01020,interpretation,1,how do i know this isn t one of your little tricks ? the time for tricks is over wow what a satisfying answer,not_sarcastic
train-01020-interp2,train-01020,interpretation,2,i need a proper answer to stop thinking that this is not one of your tricks,not_sarcastic
train-01021-orig,train-01021,original,0,she i love the way you liehe ok you're beautiful,sarcastic
train-01021-interp1,train-01021,interpretation,1,she i love the way you liehe ok you're ugly,not_sarcastic
train-01021-interp2,train-01021,interpretation,2,i don t want you to give me fake compliments,not_sarcastic
train-01022-orig,train-01022,original,0,i have the best luck,sarcastic
train-01022-interp1,train-01022,interpretation,1,i have the best badluck,not_sarcastic
train-01022-interp2,train-01022,interpretation,2,i have the worst luck,not_sarcastic
train-01023-orig,train-01023,original,0,i love watching plane crash coverage at the airport,sarcastic
train-01023-interp1,train-01023,interpretation,1,i hate watching plane crash coverage at the airport,not_sarcastic
train-01023-interp2,train-01023,interpretation,2,i hate it when i am made to see a plane crash coverage while on an airport,not_sarcastic
train-01024-orig,train-01024,original,0,i had a dream that my best friend was dating my ex fling ha weird like that will ever happen,sarcastic
train-01024-interp1,train-01024,interpretation,1,i had a dream that my best friend was dating my ex fling not surprise like that can never happen,not_sarcastic
train-01024-interp2,train-01024,interpretation,2,that moment when you realise that your so called best friend is dating your ex fling,not_sarcastic
train-01025-orig,train-01025,original,0,but the oracle owns aapl so that means it goes up,sarcastic
train-01025-interp1,train-01025,interpretation,1,but the oracle owns aapl so that means it goes up,not_sarcastic
train-01025-interp2,train-01025,interpretation,2,the oracle ows aap which does not mean that it will go up,not_sarcastic
train-01026-orig,train-01026,original,0,i love it when i can see people ignoring me one of the best feelings i swear,sarcastic
train-01026-interp1,train-01026,interpretation,1,i hate it when i can see people ignoring me one of the best feelings i swear,not_sarcastic
train-01026-interp2,train-01026,interpretation,2,i hate when i see people ignoring me,not_sarcastic
train-01027-orig,train-01027,original,0,how can i revise with this madness goin on,sarcastic
train-01027-interp1,train-01027,interpretation,1,how can i revise with this distraction,not_sarcastic
train-01027-interp2,train-01027,interpretation,2,i cannot revise with the madness going on,not_sarcastic
train-01028-orig,train-01028,original,0,my luck is incredible,sarcastic
train-01028-interp1,train-01028,interpretation,1,my luck is bad,not_sarcastic
train-01028-interp2,train-01028,interpretation,2,my luck could not be any worser,not_sarcastic
train-01029-orig,train-01029,original,0,i asked my heart why i can't sleep at night ? heart replied because you slept in the afternoon don't act that you're in love,sarcastic
train-01029-interp1,train-01029,interpretation,1,i asked my heart why i can't sleep at night ? heart replied because you slept in the afternoon don't act that you're in love,not_sarcastic
train-01029-interp2,train-01029,interpretation,2,i asked my heart why i can't sleep at night ? heart replied because you slept in the afternoon don't act that you're in love,not_sarcastic
train-01030-orig,train-01030,original,0,i appreciate people who always take a selfie every single day they have so much confident hahahaha what about me ?,sarcastic
train-01030-interp1,train-01030,interpretation,1,i appreciate people who always take a selfie every single day they have so much confident hahahaha what about me ?,not_sarcastic
train-01030-interp2,train-01030,interpretation,2,taking selfies everyday does not mean that you have a lot of confidence,not_sarcastic
train-01031-orig,train-01031,original,0,supposed to start a new job today and i'm sicker than a dog this should be fun,sarcastic
train-01031-interp1,train-01031,interpretation,1,supposed to start a new job today and i'm sicker than a dog this is too bad,not_sarcastic
train-01031-interp2,train-01031,interpretation,2,it is not fun when you are sick but have to start a new job the very same day,not_sarcastic
train-01032-orig,train-01032,original,0,looks like he just murdered splinter that's family friendly,sarcastic
train-01032-interp1,train-01032,interpretation,1,looks like he just murdered splinter that's not family friendly,not_sarcastic
train-01032-interp2,train-01032,interpretation,2,its not at all family friendly to murder splinter,not_sarcastic
train-01033-orig,train-01033,original,0,democracy was born after delhi amp bihar elections it has died again,sarcastic
train-01033-interp1,train-01033,interpretation,1,democracy was born after delhi amp bihar elections it has died again,not_sarcastic
train-01033-interp2,train-01033,interpretation,2,democracy was born after delhi bihar elections it has died again,not_sarcastic
train-01034-orig,train-01034,original,0,hooray for windows 10 just upgraded again after a few months and my pc is still crashing for the same reason yaaaaaay,sarcastic
train-01034-interp1,train-01034,interpretation,1,hooray for windows 10 just upgraded again after a few months and my pc is still crashing for the same reason yaaaaaay,not_sarcastic
train-01034-interp2,train-01034,interpretation,2,even after i upgraded my windows to windows 10 my pc has started crashing for the same reason,not_sarcastic
train-01035-orig,train-01035,original,0,abracadabra nope you are still a bich,sarcastic
train-01035-interp1,train-01035,interpretation,1,abracadabra nope you are still a bich,not_sarcastic
train-01035-interp2,train-01035,interpretation,2,no voodoo can change you bitch,not_sarcastic
train-01036-orig,train-01036,original,0,that's the way uh huh uh huh i like it the gym always needs kc and the sunshine band to pump us up,sarcastic
train-01036-interp1,train-01036,interpretation,1,that's the way uh huh uh huh i like it the gym always needs kc and the sunshine band to pump us up,not_sarcastic
train-01036-interp2,train-01036,interpretation,2,that's the way uh huh uh huh i like it the gym always needs kc and the sunshine band to pump us up,not_sarcastic
train-01037-orig,train-01037,original,0,the new call of duty looks amazing,sarcastic
train-01037-interp1,train-01037,interpretation,1,the new call of duty looks unamazing,not_sarcastic
train-01037-interp2,train-01037,interpretation,2,the new call of the duty is not at all good,not_sarcastic
train-01038-orig,train-01038,original,0,i love the smell of the hospital er at 3 am,sarcastic
train-01038-interp1,train-01038,interpretation,1,i hate the smell of the hospital er at 3 am,not_sarcastic
train-01038-interp2,train-01038,interpretation,2,i don t like the smell of the hospital er in the morning at 3,not_sarcastic
train-01039-orig,train-01039,original,0,sorry i'm not good enough to talk to you,sarcastic
train-01039-interp1,train-01039,interpretation,1,sorry i'm too shy to talk to you,not_sarcastic
train-01039-interp2,train-01039,interpretation,2,i don t want to talk to you,not_sarcastic
train-01040-orig,train-01040,original,0,today is going to be one of those long plodding days that drains the fuck out of you oh boy i'm looking forward to this,sarcastic
train-01040-interp1,train-01040,interpretation,1,today is going to be one of those long plodding days that drains the fuck out of you oh boy don t wish to experience it,not_sarcastic
train-01040-interp2,train-01040,interpretation,2,i hate a long and boring day like today's,not_sarcastic
train-01041-orig,train-01041,original,0,weather's lovely,sarcastic
train-01041-interp1,train-01041,interpretation,1,weather's annoying,not_sarcastic
train-01041-interp2,train-01041,interpretation,2,the weather ain't lovely at all,not_sarcastic
train-01042-orig,train-01042,original,0,you the inspiration you inspire fear,sarcastic
train-01042-interp1,train-01042,interpretation,1,you the inspiration you not setting good standard,not_sarcastic
train-01042-interp2,train-01042,interpretation,2,you the inspiration you inspire fear,not_sarcastic
train-01043-orig,train-01043,original,0,well well well donaldtrump is as skinny as my toothpick,sarcastic
train-01043-interp1,train-01043,interpretation,1,well well well donaldtrump is very skinny,not_sarcastic
train-01043-interp2,train-01043,interpretation,2,donaldtrump is not at all skinny,not_sarcastic
train-01044-orig,train-01044,original,0,just let a ugly boy hit it from time to time lmfaoooo,sarcastic
train-01044-interp1,train-01044,interpretation,1,just let a ugly boy hit it from time to time lmfaoooo,not_sarcastic
train-01044-interp2,train-01044,interpretation,2,no need to let any ugly boy hit from time to time,not_sarcastic
train-01045-orig,train-01045,original,0,yay stress dreams,sarcastic
train-01045-interp1,train-01045,interpretation,1,hate stress dreams,not_sarcastic
train-01045-interp2,train-01045,interpretation,2,i hate getting stress dreams,not_sarcastic
train-01046-orig,train-01046,original,0,well im in a wonderful mood today,sarcastic
train-01046-interp1,train-01046,interpretation,1,well im in a bad mood today,not_sarcastic
train-01046-interp2,train-01046,interpretation,2,my mood isn't good at all today,not_sarcastic
train-01047-orig,train-01047,original,0,find it interesting how heroin abuse is humanized on mtv,sarcastic
train-01047-interp1,train-01047,interpretation,1,find it annoying how heroin abuse is humanized on mtv,not_sarcastic
train-01047-interp2,train-01047,interpretation,2,why the hell is herion abuse humanised on mtv,not_sarcastic
train-01048-orig,train-01048,original,0,love to see and hear people wildly speculate about crashes on cable news,sarcastic
train-01048-interp1,train-01048,interpretation,1,hate to see and hear people wildly speculate about crashes on cable news,not_sarcastic
train-01048-interp2,train-01048,interpretation,2,it is not good when peopple talk about the crashes on the cable tv,not_sarcastic
train-01049-orig,train-01049,original,0,it's only 10 on my day off amp i'm in bed perfect,sarcastic
train-01049-interp1,train-01049,interpretation,1,it's only 10 on my day off amp i'm in bed imperfect,not_sarcastic
train-01049-interp2,train-01049,interpretation,2,it sucks being in bed on a day off,not_sarcastic
train-01050-orig,train-01050,original,0,i'm so disappointed in foxnews cnn and msnbc enough about the missing plane tell us what trump thinks about the missing plane,sarcastic
train-01050-interp1,train-01050,interpretation,1,i'm so disappointed in foxnews cnn and msnbc enough about the missing plane tell us what trump thinks about the missing plane because he think he knows all,not_sarcastic
train-01050-interp2,train-01050,interpretation,2,the news channels should stop talking about the missing plane now,not_sarcastic
train-01051-orig,train-01051,original,0,luv seeing your name on my tl,sarcastic
train-01051-interp1,train-01051,interpretation,1,hate seeing your name on my tl,not_sarcastic
train-01051-interp2,train-01051,interpretation,2,i don t want to see your name on my tl,not_sarcastic
train-01052-orig,train-01052,original,0,puducherry with congress rahul sonia sud take credit n for other states it's communalisation n local leaders,sarcastic
train-01052-interp1,train-01052,interpretation,1,puducherry with congress rahul sonia sud take credit n for other states it's communalisation n local leaders,not_sarcastic
train-01052-interp2,train-01052,interpretation,2,puducherry with congress rahul sonia sud take credit n for other states it's communalisation n local leaders,not_sarcastic
train-01053-orig,train-01053,original,0,hey tomorrow is almost here can't wait,sarcastic
train-01053-interp1,train-01053,interpretation,1,hey tomorrow is almost here looking forward to it,not_sarcastic
train-01053-interp2,train-01053,interpretation,2,tomorrow has arrived so early,not_sarcastic
train-01054-orig,train-01054,original,0,the thunder had a great game 2,sarcastic
train-01054-interp1,train-01054,interpretation,1,the thunder had a great game 2,not_sarcastic
train-01054-interp2,train-01054,interpretation,2,the thunder did not have a great second game,not_sarcastic
train-01055-orig,train-01055,original,0,it's nice seeing serge make zero impact this game,sarcastic
train-01055-interp1,train-01055,interpretation,1,it's annoying seeing serge make zero impact this game,not_sarcastic
train-01055-interp2,train-01055,interpretation,2,its weird seeing serge have a zero impact on the game,not_sarcastic
train-01056-orig,train-01056,original,0,also she's gassed after 8 slaps must be a great midnight workout she's on,sarcastic
train-01056-interp1,train-01056,interpretation,1,also she's gassed after 8 slaps must be a bad midnight workout she's on,not_sarcastic
train-01056-interp2,train-01056,interpretation,2,also she's gassed after 8 slaps must be a great midnight workout she's on,not_sarcastic
train-01057-orig,train-01057,original,0,everything is great everything is grand,sarcastic
train-01057-interp1,train-01057,interpretation,1,everything is great everything is not grand,not_sarcastic
train-01057-interp2,train-01057,interpretation,2,everything is great everything is grand,not_sarcastic
train-01058-orig,train-01058,original,0,i would love to guard steph curry,sarcastic
train-01058-interp1,train-01058,interpretation,1,don't wish to guard steph curry,not_sarcastic
train-01058-interp2,train-01058,interpretation,2,i would love to guard steph curry,not_sarcastic
train-01059-orig,train-01059,original,0,all the warriors do is take 3 s wow some basketball this is,sarcastic
train-01059-interp1,train-01059,interpretation,1,all the warriors do is take 3 s wow some basketball this is,not_sarcastic
train-01059-interp2,train-01059,interpretation,2,all the warriors do is take 3 s this is a not so amazing game,not_sarcastic
train-01060-orig,train-01060,original,0,hey everyone is a new ghostbusters movie coming out this year ? seems like my feed would be full of discussion on it if there was,sarcastic
train-01060-interp1,train-01060,interpretation,1,hey everyone is a new ghostbusters movie coming out this year ? seems like my feed would be full of discussion on it if there was,not_sarcastic
train-01060-interp2,train-01060,interpretation,2,hey everyone is a new ghostbusters movie coming out this year ? seems like my feed would be full of discussion on it,not_sarcastic
train-01061-orig,train-01061,original,0,oh nooo aeropostale is going bankrupt,sarcastic
train-01061-interp1,train-01061,interpretation,1,oh nooo aeropostale is going bankrupt,not_sarcastic
train-01061-interp2,train-01061,interpretation,2,oh nooo aeropostale is going bankrupt,not_sarcastic
train-01062-orig,train-01062,original,0,oh no mets left bases loaded tc convinced umps to let dw take 3 abs amp he struck out all 3 times to lose game ?,sarcastic
train-01062-interp1,train-01062,interpretation,1,oh no mets left bases loaded tc convinced umps to let dw take 3 abs amp he struck out all 3 times to lose game ?,not_sarcastic
train-01062-interp2,train-01062,interpretation,2,oh no mets left bases loaded tc convinced umps to let dw take 3 abs and he struck out all 3 times to lose game ?,not_sarcastic
train-01063-orig,train-01063,original,0,the spanish karaoke bar down the street is producing some real winners tonight i love hearing it from my window,sarcastic
train-01063-interp1,train-01063,interpretation,1,the spanish karaoke bar down the street is producing some real winners tonight i hate hearing it from my window,not_sarcastic
train-01063-interp2,train-01063,interpretation,2,the spanish karaoke bar down the street is producing some real winners tonight i love hearing it from my window,not_sarcastic
train-01064-orig,train-01064,original,0,jays have played well lately gotta imagine they can't sustain this,sarcastic
train-01064-interp1,train-01064,interpretation,1,jays did not play well lately gotta imagine they can't sustain this,not_sarcastic
train-01064-interp2,train-01064,interpretation,2,jays have played well lately gotta imagine they can't sustain this,not_sarcastic
train-01065-orig,train-01065,original,0,i love dashboards which are actually just a tables in a word document or b excel workbooks,sarcastic
train-01065-interp1,train-01065,interpretation,1,i hate dashboards which are actually just a tables in a word document or b excel workbooks,not_sarcastic
train-01065-interp2,train-01065,interpretation,2,i love dashboards which are actually just a tables in a word document or b excel workbooks,not_sarcastic
train-01066-orig,train-01066,original,0,k shower time i'll be back in a little bit but fav this tweet for a lewd dm rp if you want too i'm up for it,sarcastic
train-01066-interp1,train-01066,interpretation,1,k shower time i'll be back in a little bit but fav this tweet for a lewd dm rp if you want too i'm up for it,not_sarcastic
train-01066-interp2,train-01066,interpretation,2,i'll be back in a little bit but fav this tweet for a lewd dm rp if you want too i'm up for it,not_sarcastic
train-01067-orig,train-01067,original,0,awesome the thunder are getting zero calls tonight awesome nba awesome,sarcastic
train-01067-interp1,train-01067,interpretation,1,too bad the thunder are getting zero calls tonight too bad nba too bad,not_sarcastic
train-01067-interp2,train-01067,interpretation,2,awesome the thunder are getting zero calls tonight awesome nba awesome,not_sarcastic
train-01068-orig,train-01068,original,0,had a great day and night,sarcastic
train-01068-interp1,train-01068,interpretation,1,had a bad day and night,not_sarcastic
train-01068-interp2,train-01068,interpretation,2,had a great day and night,not_sarcastic
train-01069-orig,train-01069,original,0,in phoenix i have 1 hour at the airport what should i do ?,sarcastic
train-01069-interp1,train-01069,interpretation,1,in phoenix i have 1 hour at the airport what should i do ?,not_sarcastic
train-01069-interp2,train-01069,interpretation,2,in phoenix i have 1 hour at the airport what should i do ?,not_sarcastic
train-01070-orig,train-01070,original,0,i just love watching sports,sarcastic
train-01070-interp1,train-01070,interpretation,1,i just hate watching sports,not_sarcastic
train-01070-interp2,train-01070,interpretation,2,i don t like watching sports,not_sarcastic
train-01071-orig,train-01071,original,0,i love when girls say fuck love but the moment they ex come back they all up on him then get heartbroken again amp let the cycle run,sarcastic
train-01071-interp1,train-01071,interpretation,1,i hate when girls say fuck love but the moment they ex come back they all up on him then get heartbroken again amp let the cycle run,not_sarcastic
train-01071-interp2,train-01071,interpretation,2,i hate when girls say fuck love but the moment they ex come back they all up on him then get heartbroken again and let the cycle run,not_sarcastic
train-01072-orig,train-01072,original,0,you know what's the best feeling in the world ? being used and led on absolutely amazing i just love it so much,sarcastic
train-01072-interp1,train-01072,interpretation,1,you know what's the worst feeling in the world ? being used and led on absolutely amazing i just hate it so much,not_sarcastic
train-01072-interp2,train-01072,interpretation,2,you know what's the best feeling in the world ? being used and led on absolutely amazing i just love it so much,not_sarcastic
train-01073-orig,train-01073,original,0,if i don t put it into my fitness pal the calories don t count right ?,sarcastic
train-01073-interp1,train-01073,interpretation,1,if i don t put it into my fitness pal the calories don t count right ?,not_sarcastic
train-01073-interp2,train-01073,interpretation,2,if i don't put it into my fitness pal the calories don t count right ?,not_sarcastic
train-01074-orig,train-01074,original,0,not to worry our politicians have everything under control,sarcastic
train-01074-interp1,train-01074,interpretation,1,its time to worry our politicians have nothing under control,not_sarcastic
train-01074-interp2,train-01074,interpretation,2,our politicians have nothing under control,not_sarcastic
train-01075-orig,train-01075,original,0,oh goodie more standalone episodes next season japril the movie 2 this time she s not just throwing fortune cookies,sarcastic
train-01075-interp1,train-01075,interpretation,1,oh goodie more standalone episodes next season japril the movie 2 this time she s will be throwing fortune cookies,not_sarcastic
train-01075-interp2,train-01075,interpretation,2,oh goodie more standalone episodes next season japril the movie 2 this time she's not just throwing fortune cookies,not_sarcastic
train-01076-orig,train-01076,original,0,i didn't cap in time i have another i so hate that,sarcastic
train-01076-interp1,train-01076,interpretation,1,i didn't cap in time i have another i so love that,not_sarcastic
train-01076-interp2,train-01076,interpretation,2,i didn't cap in time i have another i so hate that,not_sarcastic
train-01077-orig,train-01077,original,0,oh i love when people waste my time and fucking energy,sarcastic
train-01077-interp1,train-01077,interpretation,1,oh i hate when people waste my time and fucking energy,not_sarcastic
train-01077-interp2,train-01077,interpretation,2,oh i hate when people waste my time and fucking energy,not_sarcastic
train-01078-orig,train-01078,original,0,literally love being everyone's second option,sarcastic
train-01078-interp1,train-01078,interpretation,1,literally hate being everyone's second option,not_sarcastic
train-01078-interp2,train-01078,interpretation,2,literally love being everyone's second option,not_sarcastic
train-01079-orig,train-01079,original,0,love how me and my sister are exactly the same person,sarcastic
train-01079-interp1,train-01079,interpretation,1,hate how me and my sister are exactly the same person,not_sarcastic
train-01079-interp2,train-01079,interpretation,2,love how me and my sister are exactly the same person,not_sarcastic
train-01080-orig,train-01080,original,0,oh great just what i needed omg,sarcastic
train-01080-interp1,train-01080,interpretation,1,oh no not what i needed omg,not_sarcastic
train-01080-interp2,train-01080,interpretation,2,this is not what i needed,not_sarcastic
train-01081-orig,train-01081,original,0,nick old boy sometimes i think you are the most useless synth on the planet thanks for all your help,sarcastic
train-01081-interp1,train-01081,interpretation,1,nick old boy sometimes i think you are the most useful synth on the planet thanks for all your help,not_sarcastic
train-01081-interp2,train-01081,interpretation,2,nick old boy sometimes i think you are the most useless synth on the planet thanks for all your help,not_sarcastic
train-01082-orig,train-01082,original,0,yeah forgot i was on the titanic eating crepes and fucking 20 of my sisters right now,sarcastic
train-01082-interp1,train-01082,interpretation,1,yeah forgot i was on the titanic eating crepes and fucking 20 of my sisters right now,not_sarcastic
train-01082-interp2,train-01082,interpretation,2,yeah forgot i was on the titanic eating crepes and fucking 20 of my sisters right now,not_sarcastic
train-01083-orig,train-01083,original,0,i love ppl who don't understand my humor,sarcastic
train-01083-interp1,train-01083,interpretation,1,i hate ppl who don't understand my humor,not_sarcastic
train-01083-interp2,train-01083,interpretation,2,i love ppl who don't understand my humor,not_sarcastic
train-01084-orig,train-01084,original,0,i reckon i'm one of the privileged and trusted few,sarcastic
train-01084-interp1,train-01084,interpretation,1,i reckon i'm not one of the privileged and trusted few,not_sarcastic
train-01084-interp2,train-01084,interpretation,2,i reckon i'm one of the privileged and trusted few,not_sarcastic
train-01085-orig,train-01085,original,0,where was coutinho ? did he play tonight ?,sarcastic
train-01085-interp1,train-01085,interpretation,1,coutinho ? did not play well tonight it was as if he was not there,not_sarcastic
train-01085-interp2,train-01085,interpretation,2,where was coutinho ? did he play tonight ?,not_sarcastic
