example_id,category,source_file,raw_id,text,label,dup_group_id,label_conflict
GEN-3558,GEN,GEN-sarc-notsarc.csv,3558,"Where is your ""proof"" that a magical being in the Heavens created us ?",sarcastic,7939,False
GEN-3559,GEN,GEN-sarc-notsarc.csv,3559,"Prickolo
Slyme would be a more appropriate name for you.
Just some parting unfriendly advice
Hooroo emoticonXDonno",sarcastic,5337,False
GEN-3560,GEN,GEN-sarc-notsarc.csv,3560,"Bollocks. Using a definintion that you agree with is NOT part of the debate. Arguing from personal incredulity is all of your handwaving and assertions amounts to. Use the real definition, not a wishy washy one that happens to alighn itself with your delusion.
",sarcastic,1323,False
GEN-3561,GEN,GEN-sarc-notsarc.csv,3561,"If jesus said 'Make correct Judgments"", IMO you have failed miserably.
He is also alledged to ahve said 'He who is without sin cast the first stone.
I guess that with all the stones you are casting, you consider yourself without sin.",sarcastic,3572,False
GEN-3563,GEN,GEN-sarc-notsarc.csv,3563,"Hey Jitobaby - if you're that insecure with your beliefs that you have to throw this kind of a snit when people are making a case contrary to your failed radical liberalism, then maybe you need to watch Michael Moore on TV instead of reading my posts.",sarcastic,2376,False
GEN-3564,GEN,GEN-sarc-notsarc.csv,3564,And what does that have to do with the price of Tea in SF?emoticonXDonno,sarcastic,854,False
GEN-3566,GEN,GEN-sarc-notsarc.csv,3566,"Apparently in Marc9000's small, small, small world, if you're not a Christian, you're a atheist. 
Thus over 4 billion people are atheists. emoticonXAgree",sarcastic,1000,False
GEN-3567,GEN,GEN-sarc-notsarc.csv,3567,"Sing, goddess, of Achilles ruinous anger
Which brought ten thousand pains to the Achaeans,
And cast the souls of many stalwart heroes
To Hades, and their bodies to the dogs
And birds of prey."" 
""Nothing can be revoked or said in vain
nor unfulfilled if I should nod my head.
Since you use quotes from old books to back up your claims, I will too.
Here's some from Zeus-The Iliad.
What??! I'm not making any sense. hmm.",sarcastic,5643,False
GEN-3568,GEN,GEN-sarc-notsarc.csv,3568,"I am also fascinated by the Shoot First Law that has been introduced in Florida. You can now use a gun against any perceived threat.
The question is whether this legitamises shooting Jeb Bush. Anyone stupid enough to think this law is a good idea is a definite threat, not merely perceived.
Smiley",sarcastic,2616,False
GEN-3571,GEN,GEN-sarc-notsarc.csv,3571,Do you have something-other then words from a dusty old book of myth to offer as an explanation?,sarcastic,1792,False
GEN-3574,GEN,GEN-sarc-notsarc.csv,3574,"God love the world so much he inconvienced himself for 3 days. 
Pretty bloody , insisting on the sacrifice of your own son .. so pay yourself for the sins of others.",sarcastic,2174,False
GEN-3575,GEN,GEN-sarc-notsarc.csv,3575,"Oh boy,,.. I got ignored with a potty remark. Why is that not surprising?",sarcastic,4821,False
GEN-3576,GEN,GEN-sarc-notsarc.csv,3576,"So, by not reading that book and not 'indicating' that I've read any book, you believe I was speaking from ignorance.
I love your attempt to spin out of this.emoticonXAngel",sarcastic,6049,False
GEN-3578,GEN,GEN-sarc-notsarc.csv,3578,You really are an idiot if you think China follows Jefferson,sarcastic,8876,False
GEN-3582,GEN,GEN-sarc-notsarc.csv,3582,"Then you have no problems about people reminding you about how the US has screwed up in the past causing the deaths of thousands? Or how about the US overthrowing democracies in Latin America and installing dictatorships?
Of course those will be used in a arguments completely irrevelant to them, but considering how you keep using the WWII fallacy to distract the discussion away from your own failure, you shouldn't have any problem no?",sarcastic,6818,False
GEN-3583,GEN,GEN-sarc-notsarc.csv,3583,"Well, Jews have always been indecisive. Like this joke says:
Q: How many Jews does it take to screw in a light bulb?
A: 4; 1 to screw it in and 3 to argue about which way it turns.",sarcastic,7566,False
GEN-3586,GEN,GEN-sarc-notsarc.csv,3586,This remark would be funny if you didn't actually mean it....,sarcastic,7035,False
GEN-3589,GEN,GEN-sarc-notsarc.csv,3589,"Thanks for that rant against religion.
You may think its relevant but I dont particularly think it is.
Its not only religious people that do not like gays.
They need better PR than comparing gay prejudice to racial prejudice.
They could learn from black people with their role models though, MLK,Muhammad Ali and Paul Robeson are far better than Liberace and George Michael.",sarcastic,6322,False
GEN-3590,GEN,GEN-sarc-notsarc.csv,3590,I am still waiting for you to tell me why the gay priests only molested boys.......It has to do with how they are physically contructed.........,sarcastic,2647,False
GEN-3591,GEN,GEN-sarc-notsarc.csv,3591,"Thats where you are wrong ..again.
Ask your friend poet what jebus would do.I havent a clue.
You seem to be frustrated though......is it because you cannot find evidence that I defended ID but dont have the nuts to admit it?",sarcastic,6543,False
GEN-3593,GEN,GEN-sarc-notsarc.csv,3593,"Trying to argue with a person who is babbling nonsense is not my idea of a productive time to spend my time. I've explained myself and that's the end of it. 
You can label my posts anything you want but that doesn't mean anything. It just means you are proficient in throwing out insults. So for purposes of this discussion I crown you the ""insult king"" of this forum.",sarcastic,7140,False
GEN-3595,GEN,GEN-sarc-notsarc.csv,3595,Might as well attribute intelligence to your thermostat as rape seed plants.,sarcastic,4313,False
GEN-3596,GEN,GEN-sarc-notsarc.csv,3596,And so goes the fact you're more than willing to let rapists and murderers go free.,sarcastic,754,False
GEN-3598,GEN,GEN-sarc-notsarc.csv,3598,"Clearly you don't give a damn, because if you did then you would have to admit that you were wrong.
Does this mean that you think the introduction of speed limits is a bad idea?
",sarcastic,1599,False
GEN-3599,GEN,GEN-sarc-notsarc.csv,3599,"While I fully realize you can't do math and thus why you consider it atheism, but post #96 and post #81 are not the same post. But then again, you were the one who argued that post 113 came before 106 so maybe you do think that complete failure to understand math and linear thinking is sane? 
",sarcastic,7979,False
GEN-3600,GEN,GEN-sarc-notsarc.csv,3600,"Yep, Martha is in trouble and the democrats are panicking. 
I think the strong Independent support for her opponent is due to Martha's own lack of appeal. 
By they way, I have to ask....since ""The anointed one"" was in your neck of the woods, did you get a peek at him? prehaps even wave at him (with all 4 fingers) ;)",sarcastic,8383,False
GEN-3601,GEN,GEN-sarc-notsarc.csv,3601,"Well, if you combined his plan with all the others, then make all the cuts at once, you would be like 25% of the way there!! 
Come on, Steeeve...we have limited material to work with here.....",sarcastic,7546,False
GEN-3602,GEN,GEN-sarc-notsarc.csv,3602,Your glittering generalizations doom you to the point of mediocrity. Just another attempt at propaganda everyone is tired of.,sarcastic,9047,False
GEN-3603,GEN,GEN-sarc-notsarc.csv,3603,"I have no idea what ""women's rights"" might be either. You could try to explain that to me while you are at it.",sarcastic,2895,False
GEN-3604,GEN,GEN-sarc-notsarc.csv,3604,"Well....it was easier to get them to use those rather than the ones that just said ""White trash onboard"".......",sarcastic,7681,False
GEN-3606,GEN,GEN-sarc-notsarc.csv,3606,"Ha.a.a.a :p emoticonXGood Good one, sinjin.
What is the sound of one hand clapping.....?
Ladywolf,
Your answer will probably come from many different sources. Your idea that it evolved is pretty-much it, IMO.",sarcastic,2234,False
GEN-3607,GEN,GEN-sarc-notsarc.csv,3607,John/John would figure out a way for the American taxpayers to foot the bill.,sarcastic,4007,False
GEN-3609,GEN,GEN-sarc-notsarc.csv,3609,"And to think, we're supposed to be ""new World"" the foreward thinkers....what a laugh.
Sorry, my last post was after some searching on straight sex discussion boards, and I'm still laughing too hard to take much seriously at this time. 
emoticonXCry I'm laughing so hard I'm crying.",sarcastic,834,False
GEN-3610,GEN,GEN-sarc-notsarc.csv,3610,"Getting nervous?
BTW, I think Anthony Flew is wrong about the Christian God.
Jesus Christ is the very Son of God and God!
I hardly see a ""despotic"" bone in Jesus. Oh, I see, whipping the money changers, I guess some just have no back bone, and can't picture honest for real, righteous indignation!",sarcastic,2154,False
GEN-3611,GEN,GEN-sarc-notsarc.csv,3611,Hehehe. Sounds like an American in a big SUV looking at $4/gallon gasoline with a maxed out credit card listening to fundamentalist talk radio.,sarcastic,2324,False
GEN-3613,GEN,GEN-sarc-notsarc.csv,3613,"So you advocate religion not because it is the truth, but instead because it gives you comfort and security? The opiate of the masses eh?",sarcastic,5949,False
GEN-3614,GEN,GEN-sarc-notsarc.csv,3614,"What? You didn't know conservatives boil and eat their offspring? Dude, you need to read up.emoticonXAngel",sarcastic,7878,False
GEN-3615,GEN,GEN-sarc-notsarc.csv,3615,Really??? Maybe you should do a little research before you make sweeping statements like that. -- http://www.rainbowbaptists.org/,sarcastic,5464,False
GEN-3616,GEN,GEN-sarc-notsarc.csv,3616,"What a shame.
Or maybe this is all too complex for you? What if I simplify things? I'll ask you to answer only a single question that is purely substantive and applicable to Divine Command theory:
From where does the invisible man get his morals?",sarcastic,7697,False
GEN-3619,GEN,GEN-sarc-notsarc.csv,3619,The horsehoe bend was cretaed by the flood in the image of the immaculate horseshoe. repent heathen!,sarcastic,6649,False
GEN-3620,GEN,GEN-sarc-notsarc.csv,3620,"If you mean this in the way that you can never ""truly know"" that Last Thursdayism isn't true, then sure.
",sarcastic,3641,False
GEN-3621,GEN,GEN-sarc-notsarc.csv,3621,"The way I read it is that he has disdain for wars which could possible be avoided. It's interestng that one side of the thought process is patriotic, the others have disdain for life, liberty and the pursuit of happiness.
Will we never think above a 1st grade level?",sarcastic,6776,False
GEN-3622,GEN,GEN-sarc-notsarc.csv,3622,"Depressingly familiar, yes you can be,and we only demand what is our right.It's
the anti-gunners who are repetitively bleating that we are irresponsible when it
comes to accountability.
And about time you get back,we didn't really have anyone to pick on.:)
emoticonXIdea",sarcastic,1721,False
GEN-3623,GEN,GEN-sarc-notsarc.csv,3623,"Hey star gazer, how do you know he didn't provide those ""private sellers"" also? You understand a man bent on the law is willing to go all the way.
I wouldn't believe him if his tongue was notorized. Pictures? LOl",sarcastic,2381,False
GEN-3624,GEN,GEN-sarc-notsarc.csv,3624,"BBC NEWS | Special Reports | Frenchman dies in Somalia rescue
Ya know, if you didn't watch Faux.News all the time, ya might actually know some real facts, ""Sartre.""",sarcastic,1195,False
GEN-3625,GEN,GEN-sarc-notsarc.csv,3625,"As ""special"" as being one of over 100Million makes me. emoticonXRolleyes",sarcastic,1093,False
GEN-3627,GEN,GEN-sarc-notsarc.csv,3627,I was right wasnt I? You do have buck teeth and play the banjo...look see if the Sesame street web site has a definition of zombie..what an arsehole lol,sarcastic,3304,False
GEN-3628,GEN,GEN-sarc-notsarc.csv,3628,"Then why do you go out of your way to make it sound that way?Imean I doubt if you even know what a gun crazy is.Now I'm sure in the land of Oz it would probably constitute having a couple of B.B. guns. 
",sarcastic,6804,False
GEN-3629,GEN,GEN-sarc-notsarc.csv,3629,"It's also hard to convince a rational person that something is so if there is zero evidence of its truth, but then you wouldn't have any clue about that.",sarcastic,3930,False
GEN-3630,GEN,GEN-sarc-notsarc.csv,3630,World government is just around the bend! What shall we call it...The Company...The Authority...The End?,sarcastic,8136,False
GEN-3632,GEN,GEN-sarc-notsarc.csv,3632,"Eighty-nine times. Still quite a junior partner. I must admit that he doesn't like to be slighted though, as evidenced by Luke 12:10. One can say some nasty things about the Son of Man, and all's fine. But say one off-colored comment about the Holy Ghost and it's lakes-o-fire time. He needs to get thicker skin, IMO. Do ghosts have skin, BTW? 
",sarcastic,1906,False
GEN-3633,GEN,GEN-sarc-notsarc.csv,3633,do you go to study hall? probably not. It is a requirement where the athletes sign in and sit in the library with their teams and are monitored to make sure that their studying is getting done.,sarcastic,1786,False
GEN-3634,GEN,GEN-sarc-notsarc.csv,3634,"You would fail to see it. I guess you don't watch enough TV. 
",sarcastic,8953,False
GEN-3635,GEN,GEN-sarc-notsarc.csv,3635,"I knew the mangling of Jesus's teachings would be forthcoming, and entertaining. emoticonXHoho 
And of course lying about what I've said is just par for the course. Standard stuff, nothing to compare with trying to make Jesus out to be pro-cruelty.",sarcastic,2930,False
GEN-3636,GEN,GEN-sarc-notsarc.csv,3636,"Whatever you say. emoticonXRolleyesYou are just underlining my point.
Instead of proceeding with you thread you are content with just being a troll, so just be a troll. emoticonXGood",sarcastic,7887,False
GEN-3637,GEN,GEN-sarc-notsarc.csv,3637,"I saw that. Typical evasion. You guys don't have a clue who yo daddy is.
OH YE OF GREAT FAITH to believe anyway!
This is hilarious to watch them weave and dodge and duck!!!",sarcastic,3086,False
GEN-3638,GEN,GEN-sarc-notsarc.csv,3638,"Wow! not only Archie doesn't know the answer to the question.
How can one have a knowledge of something it doesn't exist ?
so, where does evil come from if God who is good and created everything has absolutely no evil in her ?
it seems that the stronger the belief the weakest the knowledge and the logic",sarcastic,8187,False
GEN-3640,GEN,GEN-sarc-notsarc.csv,3640,"Which part of ""they used self defense shootings, accidents, and suicides"" didn't you understand?
",sarcastic,7966,False
GEN-3641,GEN,GEN-sarc-notsarc.csv,3641,"so you have appropiated for yourself the sacrifice of others. Archie, you are a thief of the worst kind. Shame on you, don't you know God is watching you ? emoticonXRolleyes",sarcastic,5982,False
GEN-3642,GEN,GEN-sarc-notsarc.csv,3642,I thought the almighty expressed his will in the Bible for mortal men to know it...,sarcastic,3276,False
GEN-3644,GEN,GEN-sarc-notsarc.csv,3644,Ha. Those must be the same folks who believe in the missing link like you do.,sarcastic,2233,False
GEN-3645,GEN,GEN-sarc-notsarc.csv,3645,"Not nearly as tired as the ""YOU can't live like that because it is against MY religion"" argument. Hell, that one pre-dates Christianity!",sarcastic,4691,False
GEN-3648,GEN,GEN-sarc-notsarc.csv,3648,"Coveting is the basis for capitalism. Without coveting, there is no motivation!",sarcastic,1655,False
GEN-3649,GEN,GEN-sarc-notsarc.csv,3649,"How refreshing. Sadly for you and like-minded ""patriots"", you cannot tell citizens where they ""should go"", except figuratively.",sarcastic,2535,False
GEN-3651,GEN,GEN-sarc-notsarc.csv,3651,"Thank you. Unfortunately, on a forum plagued with emotional patriotism based on conceited belief systems and distorted historical interpretations, rational opinions are normally ignored.",sarcastic,6313,False
GEN-3652,GEN,GEN-sarc-notsarc.csv,3652,"Why?
Do you read Chinese? How about ancient Mayan? Since it has no meaning to you, is it not information?
Your ability to understand the information does not affect whether or not it's information.
It's also counter to your non-material entitity stance. How can something non-material have a meaning or a purpose?
Waxy",sarcastic,8095,False
GEN-3653,GEN,GEN-sarc-notsarc.csv,3653,"Did you even notice that they were not the first to report it? Oh wait, you didn't because you are obviously using the fallacy of selective observation.
",sarcastic,1737,False
GEN-3654,GEN,GEN-sarc-notsarc.csv,3654,"Sheesh ! What a way to bring goodwill to all people in the world, ""yearning"" for democracy. And if I remember right Saddam was our toady during the first Reagan Administration. Hmmmmmm, wasn't George Herbert Walker Bu$h our Veep then ?",sarcastic,5592,False
GEN-3655,GEN,GEN-sarc-notsarc.csv,3655,Of course anyone can cite exceptions.....did you see the baby? Probably not.......As long as the mother is OK the baby does not count....... emoticonXRolleyes,sarcastic,4795,False
GEN-3657,GEN,GEN-sarc-notsarc.csv,3657,"lol Seriously boring is right. Just think, no Larry Craig scandals.",sarcastic,4194,False
GEN-3658,GEN,GEN-sarc-notsarc.csv,3658,"So if a jew tells a big nose joke, he's saying that all jews have big noses? This is a joke thread; I posted a joke, get over it.",sarcastic,5722,False
GEN-3659,GEN,GEN-sarc-notsarc.csv,3659,"We accept your forfiet. Two more to go! Once they post, this thread will be pretty much closed. I predict Penfold will go first, followed by Jo. emoticonXSmilie",sarcastic,7255,False
GEN-3662,GEN,GEN-sarc-notsarc.csv,3662,"****! I go to Home Depot, have a basic understanding of car maintenance, love to fish, always wear sensible shoes and will frequently go without make-up. I never knew I was a XXXX. Man if I can't get my stereotypes right, I guess I will just have to give up my crush on the cute dude guitar player I saw last night..... :p",sarcastic,86,False
GEN-3663,GEN,GEN-sarc-notsarc.csv,3663,"Dear god.You really haven't a clue about what your talking about.Away with the birdies i think.Yousef was responsible for the 93 bombing,and he himself had very broad associations with some of the Al-Qaeda hardcore(Osama said he didn't know him and was in Sudan while Yousef stayed in Peshewer).Osama wasn't responsible for the 93 bombing,he wasn't responsible for Bali and Madrid and i don't care what the world media tells you.But by all means keep spouting your misinformation,i for one find it hilarious.
The Yousef-Osama-Saddam link is a conspiracy theory.",sarcastic,1686,False
GEN-3664,GEN,GEN-sarc-notsarc.csv,3664,"Does your use of the past tense ""was"" imply that you've seen a burning bush and been converted to reality? Or are you still an ""anti-american pinko commie bleeding heart liberal?""",sarcastic,1848,False
GEN-3665,GEN,GEN-sarc-notsarc.csv,3665,"I thought you'd be happy. I mean, hell, it'd mean we were in church, no?",sarcastic,3279,False
GEN-3666,GEN,GEN-sarc-notsarc.csv,3666,I am curious as to how you determine whos middle class on this forum. Do you have a crystal ball or simply discern peoples classes based on whether they agree with you or not?,sarcastic,2621,False
GEN-3667,GEN,GEN-sarc-notsarc.csv,3667,"Is your thinking really this simplistic? Either I have to agree with you or I am an anarchist? Is that all the complexity you can handle? This or that? Black or white? The best soda in the world is Sprite and everything else is wrong? What a boring little pigeon-holed world you live in.
No harm no foul - that is where I stand on sex and romance. Kids, animals and those who don't or can't consent are off-limits. K? Now that I have established (AGAIN) how I feel on that matter, let me reinstate.
Any God that allows love and intimacy for only a select group is viscious.",sarcastic,3797,False
GEN-3670,GEN,GEN-sarc-notsarc.csv,3670,"I only asked that question to see how much stupid stuff I could get Freedom to say.
So far nothing he has said is correct.
I am guessing he is a religious person.",sarcastic,3071,False
GEN-3672,GEN,GEN-sarc-notsarc.csv,3672,"I am relaxed man. Believe dat. emoticonXCool I, frankly, am not that concerned regarding the ""measurement"" of my masculinity. :p I am simply stating that I, personally, have never struck oil without a gusher. That  sir, is a biological fact. emoticonXIdea (Ask my wife....she always get's the wet spot. :p :p :p :p)
I am clueless (and unconcerned) as to anyone else's experiences in this regard. emoticonXRolleyes Just speaking for myself.",sarcastic,2644,False
GEN-3673,GEN,GEN-sarc-notsarc.csv,3673,"Three pages of ""facts"" without a source? ROTFLMAO
*Notice your own source says ""only 6,000 documents were released. Is that a lie? emoticonXGood
Booooosh did it, it is all his fault:
Articles: Project Gunrunner Wasn't Fast and Furious by Any Means
",sarcastic,7065,False
GEN-3679,GEN,GEN-sarc-notsarc.csv,3679,Is that right next to ANWR? Are the Canadians downplaying ANWR while they side drill to extract our precious fluids? emoticonXClown,sarcastic,3769,False
GEN-3680,GEN,GEN-sarc-notsarc.csv,3680,Well obviously you don't go to KKK meetings so you don't know the wonderful things KKK members do for mankind.,sarcastic,7385,False
GEN-3682,GEN,GEN-sarc-notsarc.csv,3682,Why would I worry about a book of myths and fairy tales?,sarcastic,8087,False
GEN-3683,GEN,GEN-sarc-notsarc.csv,3683,"I see.
So those who feel that they should be able to fire black people just for being black? They are having a view ""forced"" upon them as well?
How about if somebody wanted to fire somebody for being Christian? Should we allow that as well?
Or just the issues that you don't agree with should have the freedom to fire?",sarcastic,3121,False
GEN-3684,GEN,GEN-sarc-notsarc.csv,3684,"You're back.
Nice attempt at deflection, but care to comment on the
""you're as touchy, judgmental and bitchy as a gay"" statement?",sarcastic,8975,False
GEN-3685,GEN,GEN-sarc-notsarc.csv,3685,"My article say's this. it needs to be noted the alleged evidence for extensive history assumes uniformitarian geology. Because of this fact, this response adds up to: Your theory doesn't work under my theory, so your theory is wrong. Of course you don't want to consider that fact, do you?",sarcastic,4364,False
GEN-3687,GEN,GEN-sarc-notsarc.csv,3687,I truly mourn for you cookie. I pity the emptiness and shallowness of your soul. emoticonXCry,sarcastic,3288,False
GEN-3689,GEN,GEN-sarc-notsarc.csv,3689,"Well, you certainly defended this video, Archangel. How interesting to now hear that you were defending material you hadn't even viewed. 
But I'm not going to do your homework for you. It's on this thread; jyoshu posted it. So search his posts on these pages.
",sarcastic,7660,False
GEN-3691,GEN,GEN-sarc-notsarc.csv,3691,"Don't you ever get tired of acting like a little kid?
Heaven forbid anyone who actually know what you think but you can bet it is another juvenile...",sarcastic,1876,False
GEN-3693,GEN,GEN-sarc-notsarc.csv,3693,My house evolved over millions of years. it built itself . Prove me wrong. emoticonXRolleyes,sarcastic,4379,False
GEN-3694,GEN,GEN-sarc-notsarc.csv,3694,"Which assumes we(unbelievers) will have traditional Christian Ceremonies, for one I don't ever plan on getting married and I plan to live forever so I see no need to have a funeral.",sarcastic,7952,False
GEN-3695,GEN,GEN-sarc-notsarc.csv,3695,"To three dimensional beings bound by time, it probably does not have meaning, at least not direct meaning. However, the concept can be imagined by humans and for God who exists in eternity it would make perfect sense.
I am certain now that you will attempt to argue the same tired points and before you do, please don't as I won't be responding to you. I am enjoying the debate with fresh thinkers.
EF",sarcastic,7096,False
GEN-3697,GEN,GEN-sarc-notsarc.csv,3697,Half of the country is stupid enough to think that four (or eight) more years of Dumbya would be good.,sarcastic,2247,False
GEN-3698,GEN,GEN-sarc-notsarc.csv,3698,"If you think stating the inherently obvious is somehow a ""laughable standard"" ...
emoticonXDonno
",sarcastic,3649,False
GEN-3699,GEN,GEN-sarc-notsarc.csv,3699,"Unless its something he doesn't like, in which case the devil did it...",sarcastic,7189,False
GEN-3700,GEN,GEN-sarc-notsarc.csv,3700,"Um no... It's the truth... Um, I guess it was sarcasm, but I don't think that would be something that you would understand.",sarcastic,7166,False
GEN-3703,GEN,GEN-sarc-notsarc.csv,3703,"Unless of course, you can deny them their personhood. 
Right Antonia?",sarcastic,7190,False
GEN-3704,GEN,GEN-sarc-notsarc.csv,3704,"Tell us Brady, does the information that While Males ratified the 13th and 14th put a twist in your knickers? emoticonXSmilie",sarcastic,6299,False
GEN-3705,GEN,GEN-sarc-notsarc.csv,3705,"I guess banning drugs are also a tyranny then. Why dont you fight against the laws in US that restricts drug-use?
",sarcastic,2842,False
GEN-3707,GEN,GEN-sarc-notsarc.csv,3707,"Not really the ball park is too wide. The place you live would be older than the earth. Take egypt. If Moses wrote Genesis the country he lived in was documented as older than his creation. It can't be 6-days.
Angry Black Man Xqs me I mean Angry African American (AAA).",sarcastic,4704,False
GEN-3708,GEN,GEN-sarc-notsarc.csv,3708,"You mean you're for real? You're not setting out deliberately to make creationists look as if they don't know what they're talking about? Because that's all you're achieving.
Still no source for the trillions, I see.",sarcastic,8844,False
GEN-3709,GEN,GEN-sarc-notsarc.csv,3709,"No, but I can't lose. Either he shows up at IIDB and gets smacked around beyond belief (we have some really well-educated people here, but IIDB is a whole different level), or we get to repeatedly ask him why he won't present his ideas to qualified reviewers.
P.S.: He claims not to be a creationist, only a non-""Darwinist.""",sarcastic,4536,False
GEN-3710,GEN,GEN-sarc-notsarc.csv,3710,You would think that you would learn by now that Matthew can't think but in the two extremes. It is as if there is a mental block.,sarcastic,8956,False
GEN-3711,GEN,GEN-sarc-notsarc.csv,3711,"It is supported, I have shown that it is true. Your only argument is to claim that organisations that perpetrate genocide don't agree that it is genocide. Wow what an argument you have.
",sarcastic,3866,False
GEN-3712,GEN,GEN-sarc-notsarc.csv,3712,"More bible blather. Facts please!!!!!!!! This is where you can't comprehend. Just because you interpret a bunch of ancient writings in a certain way doesn't make it so. Perhaps you better make another phone call to god for some explanation.
",sarcastic,4327,False
GEN-3713,GEN,GEN-sarc-notsarc.csv,3713,"lol. Thanks for agreeing with me. I stated as you quoted that it did not work. Where again where you trying to attack me? By calling me illiterate you yourself call yourself illiterate as your statements agree with what I said. 
If you need me, I'll be in the audience. You're arguing with yourself. 
Pray tell, where did I say he accomplished anything? Or are you lying? 
[/quote]
Sure child. They have real religious freedom there[/quote]
Only you would consider Taosim and Buddhism not to be religions. Oh wait, I fogot, you consider all non-extremist christians not be athiests. 
",sarcastic,4213,False
GEN-3715,GEN,GEN-sarc-notsarc.csv,3715,"Oh you can can you? I of course forgot that your statements are by default right and mine are by default wrong or else I wouldn't have made such a silly assertion :p
",sarcastic,5028,False
GEN-3716,GEN,GEN-sarc-notsarc.csv,3716,"Oh, I think you take delight in spelling it out in excruciating detail. Otherwise, you'd reply on point.
",sarcastic,5070,False
GEN-3718,GEN,GEN-sarc-notsarc.csv,3718,"Exactly my point! After four pages he finally gets it! Give him a hand! There's a brain in that head after all! But my point is, that unless you do disagree with the stats, your argument is irrelevant. 
[QUOTE]What I have been saying for the last three pages is that your question is idiotic, as you're comparing things which are completely different in function. They are not analogous.
",sarcastic,1977,False
GEN-3719,GEN,GEN-sarc-notsarc.csv,3719,"ganso the super-scientist thinks that blah blah .. ganso the super mathematician using his super computer finds out that blah blah ..
does archie and symbiote agree with your calculations ? 
Actually, I think that there is a passage in the Bible where it says that God forbids climate change, it is sinful 
you are truly a ganso :)",sarcastic,2119,False
GEN-3720,GEN,GEN-sarc-notsarc.csv,3720,OOOOOH. Sounds like a great plot for a B movie or a comic book.,sarcastic,5222,False
GEN-3722,GEN,GEN-sarc-notsarc.csv,3722,"What's a self-identified Archie doing posting under the name ""zorba""? ""mongo""",sarcastic,7848,False
GEN-3723,GEN,GEN-sarc-notsarc.csv,3723,"Yours is already baked.
Tell me about your born-again experience, jazy, and how you experienced the Holy Spirit?",sarcastic,9079,False
GEN-3725,GEN,GEN-sarc-notsarc.csv,3725,"But being American, she knew killing Iraqi children would be the right thing to do FOR TOTAL VICTORY FOR AMERIKA!!1!!",sarcastic,1359,False
GEN-3727,GEN,GEN-sarc-notsarc.csv,3727,"Referencing the NT in an attempt to justify the NT? The very same NT which was written by Jesus' followers? I see. 
",sarcastic,5476,False
GEN-3729,GEN,GEN-sarc-notsarc.csv,3729,Aw shucks! And I reckon in Kansas they won't ever care whether or not you learn how to spell ATHEIST.,sarcastic,1163,False
GEN-3730,GEN,GEN-sarc-notsarc.csv,3730,"All I can say is that they have to catch me first. Besides, what would Macy's do with my kneecaps anyway? They would really have to beautify my kneecaps after they get them off of me. They would probibly turn them into porsilin and give them away this Christmas. And by give them away, I mean sale them for thirty-five dollars. Hey, if it's the Macy's in New York, thirty-five dollars would be just giving it away. Actually, I'd like to avoid a sacrificial offering because that would just be to bloody, even if I am putting this post on here on Halloween.
And as far as Amanda, well, to quote Sammy Hagar, ""I'll Fall In Love Again."" See, I need my alphabetical music. I am a rock and roll nerd.",sarcastic,537,False
GEN-3731,GEN,GEN-sarc-notsarc.csv,3731,"I think that might mean that you should shut your trap about other people and not pass judgement on them (i.e. Carl Sagan right here in this topic, etc.). What do you think?",sarcastic,3199,False
GEN-3732,GEN,GEN-sarc-notsarc.csv,3732,"Dear Hypocrite,
I guess it is a good thing investments in infrastructure of a country are not socialist traits.",sarcastic,1688,False
GEN-3733,GEN,GEN-sarc-notsarc.csv,3733,Says the man who wants to criminalize being a victim of a crime. :),sarcastic,5541,False
GEN-3734,GEN,GEN-sarc-notsarc.csv,3734,"Still no response, eh.
OK, let me put it more clearly, were you lying with what you stated in another forum, which is what I posted in #42, or are you lying now?emoticonXMad",sarcastic,6230,False
GEN-3735,GEN,GEN-sarc-notsarc.csv,3735,"Actually, God does not care one bit. It's only plumbing.. 
 Got that from God Himself ",sarcastic,346,False
GEN-3736,GEN,GEN-sarc-notsarc.csv,3736,"LOL, most of which he claimed to have from probate records that were from a California courthouse that ""he personally examined"" but were actually destroyed in early 1900s by an earthquake and fire :) Maybe it was in a prior life?",sarcastic,4203,False
GEN-3737,GEN,GEN-sarc-notsarc.csv,3737,"I have done a lot of reflecting...
'For god so loved the world'...that he (supposedly) destroyed it all because he was XXXXXX off. I don't need that kind of 'love' in my life. Obviously, you do.
'Love' has nothing to do with it.
It is the Christian commandment that:
24 Now as the church submits to Christ, so also wives should submit to their husbands in everything. 
You have yet to admit that this verse exists but, it seems that you are justifying it on the condition that 'love' is involved.
What you mean to say is, 'Women are to submit to their husbands in everything because their husbands supposedly love them.'
Or, are you saying that men are to love their wives and submission is optional?
That's not what the bible says.
Of course, that's not a problem for the Christian women, is it, because they agree.emoticonXFrazzled",sarcastic,2886,False
GEN-3738,GEN,GEN-sarc-notsarc.csv,3738,"Thanks for that little ad hominem! Shall I share with you my guesses about your motives?... But I digress.
",sarcastic,6321,False
GEN-3742,GEN,GEN-sarc-notsarc.csv,3742,"You are getting silly now. McVeigh was a nutball and he has already been executed for his crime. His partner is doing life and may yet get the death penalty. 
Based on your argument above, I take it that you have decided to throw in with the Islamic terrorists.",sarcastic,8594,False
