family_id,original_text,n_models_missed,which_models_missed,pred_M1,pred_M2,pred_M3,pred_M4,pred_M5,pred_M6,interpretation_1,interpretation_2,interpretation_3,interpretation_4,interpretation_5,word_length,char_length,has_question_mark,has_exclamation_mark,has_all_caps_word,uppercase_char_fraction,vader_compound,qualitative_tags,notes
test-00178,advertisers complain because we are the generation with less attention in history about 8 seconds i cannot imagine why,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,advertisers complain because we are the generation with less attention in history about 8 seconds i think it's because of the ads,i think it's the advertisers fault that we have a short attention span,advertisers don t complain because we are the generation with more attention in history about 8 seconds i can imagine why,people need to stop being obsessed with their cellphones,the present generation is less attentive,19,118,False,False,False,0.0,-0.3612,flat_delivery_candidate,
test-00177,after being sick i'm making my return to working out this wednesday i'm sooo excited for another leg day,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,i'm not excited for leg day,i'm soooo not excited for another leg day,after being sick i'm making my return to working out this wednesday i'm sooo tired for another leg day,i hate leg day,after being sick i'm making my return to working out this wednesday i'm sooo annoyed for another leg day,19,104,False,False,False,0.0,-0.2263,flat_delivery_candidate,
test-00175,ah yes i love replacing a tire at 9 in the morning,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,i hate having to replace a tire at 9 in the morning,i hate replacing a tire at 9 in the morning,oh no i hate replacing a tire at 9 in the morning,i hate replacing tires especially early in the day,oh no i hate replacing a tire at 9 in the morning,12,50,False,False,False,0.0,0.7845,flat_delivery_candidate;positive_surface_wording_candidate,
test-00174,ah yes good to see that people are still misunderstanding what gmos are,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,not excited people misunderstand what gmos are,i find it frustrating that people still don't understand gmos,stupid people still haven't understood what gmos are,people like to pretend they know what they're talking about,its annoying to see that people are still misunderstanding what gmos are,13,71,False,False,False,0.0,0.4215,flat_delivery_candidate;positive_surface_wording_candidate,
test-00054,child's observation if mom laugh at dad's joke thn we have guests,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,child's observation if mom laugh at dad's joke thn we have guests,child's observation if mom laugh at dad's joke thn we have guests,child's observation mom laughs at dad's joke only when we have guests at home otherwise she gets angry,dad tells bad jokes,child's observation if mom laugh at dad's joke thn we have guests,12,65,False,False,False,0.0,0.7003,flat_delivery_candidate;positive_surface_wording_candidate,
test-00165,all conspiracies are off base with no truth to them and all govt explanations are true and accurate and shouldn't be questioned,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,government explanations of conspiricies are all lies,some conspiracies are based on fact,all conspiracies are not off base with and all govt explanations are not always true and accurate and should be questioned,government explanations of conspiricies are all lies,all the government statements are fake and there are no conspiracies against them,22,127,False,False,False,0.0,0.4932,flat_delivery_candidate;positive_surface_wording_candidate,
test-00164,all that blood that was lost on that high sticking is such a tragedy,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,all that blood was great,all that blood that was lost on that high sticking is not a tragedy,all that blood that was lost on that high sticking is such a miracle,all that blood that was lost on that high sticking is not a tragedy,all that blood that was lost on that high sticking is such a tragedy,14,68,False,False,False,0.0,-0.7717,flat_delivery_candidate,
test-00160,almost lunchtime i get a half hour away from this paradise,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,almost lunchtime i get a half hour away from this terrible place,i'm happy to be away from the miserable place i work,almost lunchtime i get a half hour close far this terrible workplace,i can't wait for my lunch break,half an hour away from this hell,11,58,False,False,False,0.0,0.7184,flat_delivery_candidate;positive_surface_wording_candidate,
test-00158,alright all the bulls can rally on the fact that a poor jobs number is temporarily going to slow the fed from raising rates spy,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,alright all the bulls can rally on the fact that a poor jobs number is temporarily going to slow the fed from raising rates spy,alright all the bulls can rally on the fact that a poor jobs number is temporarily going to slow the fed from raising rates spy,alright all the bulls can rally on the rumour that a good jobs number is permanently going to fastenthe fed from downing rate spy,the stock market is crazy right now,it is naive to expect that poor job numbers will temporarily slow down the fed from raising rates,25,127,False,False,False,0.0,-0.2023,flat_delivery_candidate;long_context_dependent_candidate,
test-00059,cavs vs warriors wow never thought i'd see the day,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,who didn't expect cavs vs warriors ?,this game was set up from the start of the season,cavs vs warriors damn always thought i'd not see the day,this is a repeat final from last year,cavs vs warriors and i am still living to see that,10,50,False,False,False,0.0,0.5859,flat_delivery_candidate;positive_surface_wording_candidate,
test-00064,can't wait to see my dad's cousin that invited herself to my party tomorrow,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,i don't want to see my dad's cousin,really wish that woman didn't invite herself to the party no one likes her,can wait for entire life to see my dad's cousin that uninvited herself to my party tomorrow,i hate when people invite hemselves to things,i hate to see my dad's cousin that invited herself to my party tomorrow,14,75,False,False,False,0.0,0.4019,flat_delivery_candidate;positive_surface_wording_candidate,
test-00068,can't wait for the three point contest in the nba finals,1,M5,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,i don't care about the 3 point contest,i'm sick of three point game,not excited for the three point contest in the nba finals,players miss the three point shot far too often,i won't be watching the nba finals,11,56,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00148,another day another no volume pop of 025 for no reason spyit's like taking candy from a baby,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,another day another no volume pop of 025 for no reason spyit's like taking candy from a baby,another day another no volume pop of 025 for no reason spyit's like taking candy from a baby,another day another no volume pop of 025 for no reason spyit's like taking candy from a baby,another day another no volume pop of 025 for no reason spyit's like taking candy from a baby,another day another no volume pop of 025 for no reason spyit's like taking candy from a baby,18,92,False,False,False,0.0,-0.2263,flat_delivery_candidate,
test-00146,another mass shooting it's like we've gone numb to it by now but ya know we don't have a gun violence problem in this country,1,M1,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,we have a gun violence problem in this country,we do have a gun problem in america,another mass shooting it's like we've gone numb to it by now but ya know we have a gun violence problem in this country,another mass shooting it's like we've gone numb to it by now but ya know we have a gun violence problem in this country,gun violence is a burgeoning problem in this country,25,125,False,False,False,0.0,0.5416,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00001,due to the large blister on the bottom of my right foot i guess i'm stuck on the couch tomorrow that sucks,1,M6,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,at least the blister means i'm stuck on the couch,awesome an excuse to sit on the couch all day,due to the large blister on the bottom of my right foot i guess i'm stuck on the couch tomorrow that awsome,i hate having a blister but i love sitting on the couch,due to the large blister on the bottom of my right foot i guess i'm stuck on the couch tomorrow that's awsome,22,106,False,False,False,0.0,-0.5423,flat_delivery_candidate,
