family_id,interp_rank,interpretation_text,original_text,n_models_flagged_sarcastic,which_models_flagged,pred_M1,pred_M2,pred_M3,pred_M4,pred_M5,pred_M6,word_length,char_length,has_question_mark,has_exclamation_mark,has_all_caps_word,uppercase_char_fraction,vader_compound,qualitative_tags,notes
test-00244,3,we'll regroup in cuba bernie,we'll regroup in cuba bernie,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,5,28,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00241,5,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,yes pretty much but they're lesbians together they did them both so wrong in the p c n52 run,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,19,92,False,False,False,0.0,-0.5479,flat_delivery_candidate,
test-00032,3,dalledova the curry stopper just went out,dalledova the curry stopper just checked in,5,M1;M2;M3;M4;M6,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,7,41,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00098,2,blegh my car needs a new engine but my neighbor will fix it for me just need 250 down expensive,blegh my car needs a new engine but my neighbor will fix it for me just need 250 down easy,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,20,95,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00023,3,dear travelers pls take along ur washing machine amp fridge as well considering those r hand luggage,dear travelers pls bring along ur washing machine amp fridge as well considering those r hand luggage,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,100,False,False,False,0.0,0.802,flat_delivery_candidate;positive_surface_wording_candidate,
test-00195,2,6 45 is the worst time to wake up on a saturday,645 my favourite time to wake up on a saturday,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,47,False,False,False,0.0,-0.6249,flat_delivery_candidate,
test-00252,4,rap lyrics are so vague and poorly written but it also reflects this series,if you a champion show me you a champion wow deep lyrics huh so we're going to endure that lameness all series ?,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,14,75,False,False,False,0.0,-0.1111,flat_delivery_candidate,
test-00024,3,dear life stop fucking me,dear life would you at least start using lubricants,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,25,False,False,False,0.0,0.1027,flat_delivery_candidate;short_ambiguous_candidate,
test-00196,2,6 0 run in 2 07 ? yea thats unimpressive,6 0 run in 2 07 ? yea thats totally impressive,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,10,40,True,False,False,0.0,-0.34,rhetorical_question_candidate,
test-00252,2,these lyrics are not very deep,if you a champion show me you a champion wow deep lyrics huh so we're going to endure that lameness all series ?,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,6,30,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00252,1,those lyrics are not deep,if you a champion show me you a champion wow deep lyrics huh so we're going to endure that lameness all series ?,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,5,25,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00024,8,dear life stop fucking me,dear life would you at least start using lubricants,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,25,False,False,False,0.0,0.1027,flat_delivery_candidate;short_ambiguous_candidate,
test-00251,3,jews sitting around in an oak wood plained room amp wahabis marauding through the desert are not the reasons behind all our ills,jews sitting around in an oak wood decorated room amp wahabis marauding through the desert are the reasons behind all our ills,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,23,128,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00025,3,dear life stop fucking me,dear life would you at least start using lubricant ?,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,25,False,False,False,0.0,0.1027,flat_delivery_candidate;short_ambiguous_candidate,
test-00093,10,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some cracking finishing today,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some cracking finishing today,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,22,118,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00093,5,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some cracking finishing today,breaking news qpr are going to sign 40 year old robbie fowler and a lad called olly murs some cracking finishing today,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,22,118,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00196,7,6 0 run in 2 07 ? yea thats unimpressive,6 0 run in 2 07 ? yea thats totally impressive,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,10,40,True,False,False,0.0,-0.34,rhetorical_question_candidate,
test-00244,4,we'll regroup in cuba bernie,we'll regroup in cuba bernie,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,5,28,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00025,8,dear life stop fucking me,dear life would you at least start using lubricant ?,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,5,25,False,False,False,0.0,0.1027,flat_delivery_candidate;short_ambiguous_candidate,
test-00092,9,sorry manchester looks lie its never going to happen,breaking manchester united and lionel messi have reached an agreement that the transfer will never happen hahaha,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,9,52,False,False,False,0.0,-0.0772,flat_delivery_candidate,
test-00026,3,dear at amp t amp samsung i'm so sad i have zero storage for my things my 32 gb phone thanks to the useless apps i can uninstall,dear at amp t amp samsung i'm so glad i have zero storage for my things my 32 gb phone thanks to the useless apps i can't uninstall,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,28,128,False,False,False,0.0,-0.3163,flat_delivery_candidate;long_context_dependent_candidate,
test-00092,4,sorry manchester looks lie its never going to happen,breaking manchester united and lionel messi have reached an agreement that the transfer will never happen hahaha,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,9,52,False,False,False,0.0,-0.0772,flat_delivery_candidate,
test-00026,5,dear at amp t amp samsung i'm so glad i have zero storage for my things my 32 gb phone thanks to the useless apps i can't uninstall,dear at amp t amp samsung i'm so glad i have zero storage for my things my 32 gb phone thanks to the useless apps i can't uninstall,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,28,131,False,False,False,0.0,0.7626,flat_delivery_candidate;positive_surface_wording_candidate;long_context_dependent_candidate,
test-00197,3,51 earthquake just shook my house bad i hate being california,51 earthquake just shook my house good lol i love be california,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,11,61,False,False,False,0.0,-0.8225,flat_delivery_candidate,
test-00091,4,too bad the weather isn't nice enough to go out for my break,breaktime at work hot damn you should see the view,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,13,60,False,False,False,0.0,-0.7033,flat_delivery_candidate,
test-00028,2,i can't believe we are already behind,day 3 at reception we're a day behind schedule lovely,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,7,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00198,1,5 hours sleep for a 45 hour drive for this boring interview thanks cavs for not making it worth staying up late,5 hours sleep for a 45 hour drive for this possibly life changing interview thanks cavs for making it worth staying up late,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,22,111,False,False,False,0.0,-0.1004,flat_delivery_candidate,
test-00098,1,blegh my car needs a new engine but my neighbor will fix it for me just need 250 down but i'm broke,blegh my car needs a new engine but my neighbor will fix it for me just need 250 down easy,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,22,99,False,False,False,0.0,-0.5719,flat_delivery_candidate,
test-00098,4,my neighbor will fix my car for less unforately i lack the funds i promised,blegh my car needs a new engine but my neighbor will fix it for me just need 250 down easy,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,15,75,False,False,False,0.0,0.1226,flat_delivery_candidate,
test-00089,10,shit we have a broken waiter main in our apartment,broken water main in my apartment yippie that's something new,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,10,50,False,False,False,0.0,-0.7717,flat_delivery_candidate,
test-00098,5,blegh my car needs a new engine but my neighbor will fix it for me just need 250 down tough decision,blegh my car needs a new engine but my neighbor will fix it for me just need 250 down easy,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,21,100,False,False,False,0.0,-0.1901,flat_delivery_candidate,
test-00191,7,everyone looked super upset and i want to be anywhere else,a beautiful start to the week lots of happy smiling people going to ldn today,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,11,58,False,False,False,0.0,0.3818,flat_delivery_candidate;positive_surface_wording_candidate,
test-00191,10,such an annoying start to the week seeing sad people going to ldn,a beautiful start to the week lots of happy smiling people going to ldn today,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,13,65,False,False,False,0.0,-0.7003,flat_delivery_candidate,
test-00192,1,a commander in chief that flees from a bit of protest has now emboldened our nation's enemies across the world,a commander in chief that flees from a bit of protest has now driven fear in the hearts of our nation's enemies across the world,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,20,110,False,False,False,0.0,-0.7096,flat_delivery_candidate,
test-00192,3,a commander in chief that flees from a bit of protest has now driven joy in the hearts of our nation's enemies across the world,a commander in chief that flees from a bit of protest has now driven fear in the hearts of our nation's enemies across the world,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,25,127,False,False,False,0.0,-0.2732,flat_delivery_candidate;long_context_dependent_candidate,
test-00104,5,worst part about colossus is that you can never leave to pee because you're literally always short amp looking for a spot to get in,best part about colossus is that you can never leave to pee because you're literally always short amp looking for a spot to get in,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,25,131,False,False,False,0.0,-0.6062,flat_delivery_candidate;long_context_dependent_candidate,
test-00104,3,worst part about colossus is that you can leave to pee because you're not literally always short amp looking for a spot to get out,best part about colossus is that you can never leave to pee because you're literally always short amp looking for a spot to get in,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,25,130,False,False,False,0.0,-0.6486,flat_delivery_candidate;long_context_dependent_candidate,
test-00103,5,best pet of having to unexpectedly drive to austin ? driving through all the houston rain bummer,best pet of having to unexpectedly drive to austin ? driving through all the houston rain,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,17,96,True,False,False,0.0,0.3818,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00103,3,worst pet of having to unexpectedly drive to austin ? driving through all the houston rain,best pet of having to unexpectedly drive to austin ? driving through all the houston rain,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,16,90,True,False,False,0.0,-0.6249,rhetorical_question_candidate,
test-00102,5,terrible relationship are the ones u don't communicate with each other total shit,best relationship are the ones u don't communicate with each other,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,13,81,False,False,False,0.0,-0.7717,flat_delivery_candidate,
test-00193,2,96 degrees one of my least favorite part of living in california,96 degrees one of the great benefits of living in california,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,12,64,False,False,False,0.0,-0.357,flat_delivery_candidate,
test-00193,3,96 degrees one of the worst part of living in california,96 degrees one of the great benefits of living in california,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,11,56,False,False,False,0.0,-0.6249,flat_delivery_candidate,
test-00193,4,96 degrees california is too hot for me,96 degrees one of the great benefits of living in california,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,8,39,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00101,5,my elem teachers for which i learned what apple looks like,big thanks to my elem teachers for which i learned what apple looks like,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,11,58,False,False,False,0.0,0.3612,flat_delivery_candidate;positive_surface_wording_candidate,
test-00193,5,96 degrees california is burning,96 degrees one of the great benefits of living in california,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,5,32,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00021,3,dentists don t make money off of people with bad teeth so should we not really trust the toothpaste they recommend ?,dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,22,116,True,False,False,0.0,-0.6019,rhetorical_question_candidate,
test-00100,10,big thumbs down to this morning,big thumbs up to this morning,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,31,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00100,8,big thumbs down to this morning,big thumbs up to this morning,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,31,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00021,5,dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,19,106,True,False,False,0.0,0.3804,rhetorical_question_candidate;positive_surface_wording_candidate,
test-00100,6,big thumbs down to this morning,big thumbs up to this morning,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,31,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00100,5,big thumbs down to this morning,big thumbs up to this morning,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,31,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00194,4,little girls are too emotional,8 years old girls are pouting in their pooja it sounds normal but it's a irony,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,5,30,False,False,False,0.0,0.1531,flat_delivery_candidate;short_ambiguous_candidate,
test-00100,3,big thumbs down to this morning,big thumbs up to this morning,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,31,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00100,1,big thumbs down to this morning,big thumbs up to this morning,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,31,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00198,2,i stayed up watching my team lose and i have an important interview tomorrow,5 hours sleep for a 45 hour drive for this possibly life changing interview thanks cavs for making it worth staying up late,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,14,76,False,False,False,0.0,-0.2263,flat_delivery_candidate,
test-00001,1,at least the blister means i'm stuck on the couch,due to the large blister on the bottom of my right foot i guess i'm stuck on the couch tomorrow that sucks,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,10,49,False,False,False,0.0,-0.25,flat_delivery_candidate,
test-00198,3,5 hours sleep for a 45 hour drive for this possibly most annoying interview of life thanks cavs for not making it worth staying up late,5 hours sleep for a 45 hour drive for this possibly life changing interview thanks cavs for making it worth staying up late,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,26,135,False,False,False,0.0,-0.1923,flat_delivery_candidate;long_context_dependent_candidate,
test-00246,3,there's too many male voices annoying way of answering eddie izzards question,there's too many male voices great way of answering eddie izzards question,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,77,False,False,False,0.0,-0.4019,flat_delivery_candidate,
test-00200,1,4 more assignments booo college is not fun,4 more assignments wooo college is so fun,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,8,42,False,False,False,0.0,-0.4023,flat_delivery_candidate,
test-00201,1,4 fouls totally characteristic of him,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,37,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00087,1,i'm not surprised i am not diabetic because i work out and eat well,brother i'm surprised you aren't diabeticme well i eat salads every day for lunch and run before amp after work i'm surprised too,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,14,67,False,False,False,0.0,0.1114,flat_delivery_candidate,
test-00028,7,i can't believe we are already behind,day 3 at reception we're a day behind schedule lovely,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,7,37,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00083,5,but remember guys our idiotic country believes people kill people so we're safe,but remember guys our idiotic country believes people kill people so we're safe,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,13,79,False,False,False,0.0,-0.8474,flat_delivery_candidate,
test-00083,3,but remember guys our idiotic country doesn t believe people kill people so we're not safe,but remember guys our idiotic country believes people kill people so we're safe,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,16,90,False,False,False,0.0,-0.9513,flat_delivery_candidate,
test-00201,8,4 fouls totally uncharacteristic of him he does get to the line what use he is,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,16,78,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00201,5,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,16,81,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00245,2,people can still get illegal heroin so making guns illegal won't change anything,we need to outlaw guns to protect people yea cause its working so well with heroin,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,13,80,False,False,False,0.0,-0.886,flat_delivery_candidate,
test-00201,6,4 fouls totally characteristic of him,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,6,37,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00088,3,broken wings fly lower when ill but taste worst when cooked,broken wings fly higher when healed but taste good when cooked,5,M1;M2;M3;M4;M6,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,sarcastic,11,59,False,False,False,0.0,-0.8807,flat_delivery_candidate,
test-00085,3,but despite not of rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,but despite rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,26,131,True,False,False,0.0,-0.3318,rhetorical_question_candidate;long_context_dependent_candidate,
test-00246,1,there's too many male voices bad way of answering eddie izzards question,there's too many male voices great way of answering eddie izzards question,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,72,False,False,False,0.0,-0.5423,flat_delivery_candidate,
test-00246,5,there's too many male voices terrible way of answering eddie izzards question,there's too many male voices great way of answering eddie izzards question,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,12,77,False,False,False,0.0,-0.4767,flat_delivery_candidate,
test-00245,4,if you take away guns people are still going to find them somehow,we need to outlaw guns to protect people yea cause its working so well with heroin,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,13,65,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00247,3,the cav's are more active and better unprepared than the warriors cav's will loose this series they sure do not look prepared and rested,the cav's are more rested and better prepared than the warriors cav's will win this series they sure look prepared and rested,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,24,136,False,False,False,0.0,0.6695,flat_delivery_candidate;positive_surface_wording_candidate,
test-00088,2,i get the saying but i feel the need to be an ass,broken wings fly higher when healed but taste good when cooked,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,13,49,False,False,False,0.0,-0.6956,flat_delivery_candidate,
test-00244,5,we'll regroup in cuba bernie,we'll regroup in cuba bernie,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,5,28,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00201,3,4 fouls totally uncharacteristic of him he does get to the line what use he is,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,16,78,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00089,5,shit we have a broken waiter main in our apartment,broken water main in my apartment yippie that's something new,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,10,50,False,False,False,0.0,-0.7717,flat_delivery_candidate,
test-00247,4,the cav's are more rested and better prepared than the warriors cav's will win this series they sure look sloppy,the cav's are more rested and better prepared than the warriors cav's will win this series they sure look prepared and rested,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,20,112,False,False,False,0.0,0.8797,flat_delivery_candidate;positive_surface_wording_candidate,
test-00085,5,but despite rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,but despite rumors of heat w del rio hhh would never be as petty mess with personal lives due to professional issues right ?,5,M2;M3;M4;M5;M6,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,24,124,True,False,False,0.0,-0.3318,rhetorical_question_candidate,
test-00201,10,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,4 fouls totally uncharacteristic of him he doesn't get to the line what use he is,5,M1;M2;M3;M4;M5,sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,16,81,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00264,5,and also dont get me started on tanks soon we can buy tanks as well so many things that we have at our side,and also dont get me started on tanks soon we can buy tanks as well so many things that we have at our side,4,M1;M2;M3;M4,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,not_sarcastic,24,107,False,False,False,0.0,0.2732,flat_delivery_candidate,
test-00235,2,mlb is not risk averse,48 and 49 were in 11 talk at one point ah the mlb draft is so risk averse sarcasm,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,5,22,False,False,False,0.0,0.2057,flat_delivery_candidate;short_ambiguous_candidate,
test-00178,1,advertisers complain because we are the generation with less attention in history about 8 seconds i think it's because of the ads,advertisers complain because we are the generation with less attention in history about 8 seconds i cannot imagine why,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,22,129,False,False,False,0.0,-0.3612,flat_delivery_candidate,
test-00233,3,lgbt people in bathrooms are not danger to public safety definitely the people that shoot innocent club patrons,clearly lgbt people in bathrooms are a danger to public safety definitely not the people that shoot innocent club patrons,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,18,111,False,False,False,0.0,0.8061,flat_delivery_candidate;positive_surface_wording_candidate,
test-00264,4,and also dont get me started on tanks soon we can buy tanks as well so many things that we have at our side,and also dont get me started on tanks soon we can buy tanks as well so many things that we have at our side,4,M1;M2;M3;M4,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,not_sarcastic,24,107,False,False,False,0.0,0.2732,flat_delivery_candidate,
test-00165,2,some conspiracies are based on fact,all conspiracies are off base with no truth to them and all govt explanations are true and accurate and shouldn't be questioned,4,M1;M2;M3;M4,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,not_sarcastic,6,35,False,False,False,0.0,0.0,flat_delivery_candidate;short_ambiguous_candidate,
test-00165,5,all the government statements are fake and there are no conspiracies against them,all conspiracies are off base with no truth to them and all govt explanations are true and accurate and shouldn't be questioned,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,13,81,False,False,False,0.0,-0.6486,flat_delivery_candidate,
test-00242,4,someone tried to use my own joke against me and i don't care,when someone tries to hurt my feeling with one of my own jokes oh i have tasted my own medicine and it is bitter,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,13,60,False,False,False,0.0,-0.1098,flat_delivery_candidate,
test-00161,2,i'm sick of hearing about jr smith,almost forgot j r smith played for the cavs,4,M1;M2;M4;M5,sarcastic,sarcastic,not_sarcastic,sarcastic,sarcastic,not_sarcastic,7,34,False,False,False,0.0,-0.5106,flat_delivery_candidate,
test-00231,4,i'm comparing a 1 st world problem to an actual one,is like caste based reservation in educational institutes of india only few ppl gets it rest lives abusing it,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,11,51,False,False,False,0.0,-0.4019,flat_delivery_candidate,
test-00265,3,if i were to describe myself in one word it would be doesnt follow directions,if i were to describe myself in one word it would be doesnt follow directions,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,15,77,False,False,False,0.0,0.0,flat_delivery_candidate,
test-00265,1,if i were to describe myself in one word it would be doesnt follow directions,if i were to describe myself in one word it would be doesnt follow directions,4,M2;M3;M4;M5,not_sarcastic,sarcastic,sarcastic,sarcastic,sarcastic,not_sarcastic,15,77,False,False,False,0.0,0.0,flat_delivery_candidate,
